label,text
1,"['gemar', 'steak', 'makan', 'abuba', 'bayang', 'sauce', 'enak', 'sauce', 'abc', 'barbeque', 'pilih', 'sauce']"
0,"['ayah', 'pakai', 'semir', 'sepatu', 'kiwi']"
1,"['ayatayat', 'islam', 'ragu', 'coba', 'simak', 'pakai', 'hati', 'otak', 'asa']"
2,"['restoran', 'hotel', 'padma', 'milik', 'pandang', 'tarik', 'siang', 'malam', 'layan']"
1,['benci']
1,"['fahri', 'hamzah', 'gila', 'main', 'fitnah', 'prabowo']"
2,"['ajar', 'steak', 'murah', 'banyak', 'steak', 'goreng', 'pakai', 'tepung', 'begitu', 'lumayan', 'asik', 'temu', 'kangen', 'teman']"
2,"['rasa', 'hidang', 'khas', 'jawa', 'restoran', 'suasana', 'representatif', 'coba', 'boemi', 'joglo', 'menu', 'langgan', 'nasi', 'liwet', 'sate', 'maranggi', 'menu', 'favorit', 'tempe', 'mendoan', 'tempe', 'goreng', 'pas', 'tekstur', 'tepung', 'renyah', 'lembut', 'khas', 'beda', 'tempe', 'mendoan', 'sambal', 'kecap']"
1,"['hormat', 'admin', 'restart', 'kartu', 'perdana', 'darix', 'malam', 'atur', 'manual', 'atur', 'solusi']"
2,"['sapu', 'lidi', 'resto', 'suasana', 'desa', 'sawah', 'sugar', 'kolam', 'ikan', 'tarik', 'makan', 'keluarga', 'keluarga', 'pesan', 'ikan', 'bakar', 'daun', 'ikan', 'asin', 'kering', 'karedok', 'ayam', 'kahaseupan', 'goreng', 'makan', 'istimewa', 'suasana', 'keliling', 'tarik']"
1,"['protes', 'senang', 'sontoloyo']"
2,"['tegak', 'kepala', 'mu', 'jenderal', 'surabaya', 'pimpin', 'milik', 'takdir', 'berli', 'ku', 'kelak', 'engkau', 'kibar', 'panji', 'partai', 'demokrat', 'seluruh', 'penjuru', 'jawa', 'barat', 'konsep', 'perata', 'sejahtera']"
2,"['kemarin', 'belanja', 'batik', 'eh', 'lihat', 'pamer', 'jatuh', 'cinta', 'banget', 'produk', 'kualitas']"
2,"['pandang', 'oke', 'minum', 'hot', 'chocolate', 'enak', 'banget', 'nyaman', 'sampai', 'layan', 'bagus', 'bandung', 'sesal', 'terima', 'kasih', 'mbak', 'della', 'layan', 'ramah']"
2,"['bakmi', 'rica', 'diet', 'tonton', 'intip', 'fhasion', 'buru', 'langsung', 'bakmi', 'rica', 'semangat', 'gunting', 'makan', 'bakmi', 'pedas', 'makan', 'nasi', 'berat', 'bakmi', 'ringan', 'perut', 'kenyang']"
2,"['pizza', 'lumayan', 'enak', 'ikan', 'tuna', 'suka', 'jenis', 'cheesy', 'bites', 'sup', 'enak', 'layan', 'bagus']"
2,"['unik', 'makan', 'alas', 'daun', 'pisang', 'piring', 'variasi', 'makan', 'minum', 'harga', 'jangkau']"
1,"['gue', 'benci', 'justin', 'songong', 'asa', 'keren', 'aduh', 'pokok', 'suka', 'deh', 'jail', 'gue', 'melulu']"
2,"['banding', 'restoran', 'bip', 'cenderung', 'beli', 'cenderung', 'nyaman', 'penuh', 'sesak', 'ramai', 'layan', 'ramah']"
0,"['abdillah', 'natsir', 'tegas', 'partai', 'golkar', 'usung', 'alum', 'pilkada', 'pinrang']"
1,"['henti', 'langgan', 'indihome', 'lemah', 'otak', 'mahal', 'malas', 'pakai', 'bayar']"
2,"['sejuk', 'asri', 'ya', 'rela', 'antre', 'makan', 'makan', 'lumayan', 'harga', 'mahal', 'relax', 'bsm', 'keluarga', 'rekomendasi']"
2,"['kepiting', 'telor', 'saos', 'singapore', 'juara', 'harga', 'layak', 'kepiting', 'ikan']"
2,"['mi', 'naripan', 'depot', 'mi', 'kenal', 'kali', 'bandung', 'keluarga', 'absen', 'makan', 'rumah', 'makan', 'suasana', 'ubah', 'sederhana', 'lezat', 'hidang', 'lekang', 'anakanak', 'suka', 'bakso', 'goreng', 'mes', 'lusin', 'bawa', 'pulang']"
2,"['suasana', 'makan', 'enak', 'pakai', 'banget', 'rekomendasi', 'sate', 'enak', 'harga', 'sahabat', 'makan', 'ramairamai', 'shareshare']"
1,"['adik', 'kelas', 'tatakrama', 'sopan', 'santun', 'tua', 'etika']"
2,"['steak', 'impor', 'murah', 'enak', 'salah', 'steak', 'favorit', 'keluarga', 'steak', 'enak', 'murah', 'coba', 'suis', 'butcher']"
1,"['pagi', 'marahmarah', 'layan', 'id', 'cabang', 'sanur', 'professional', 'kecewa', 'salah', 'review', 'jelek']"
2,"['asik', 'anak', 'muda', 'suka', 'nongkrong', 'minum', 'kopi', 'minum', 'kopi', 'pilih', 'minum', 'nyaman', 'cocok', 'bisnis', 'suasana', 'nyaman', 'santai', 'tambah', 'live', 'music', 'malam', 'minggu']"
2,"['jual', 'jenis', 'makan', 'jepang', 'pesan', 'adalaha', 'okonomiyaki', 'takoyaki', 'manggo', 'dessert', 'enak', 'banget', 'kentel', 'banget']"
2,"['kafe', 'jual', 'makan', 'minum', 'coklat', 'enak', 'bandung', 'bentuk', 'makan', 'coklat', 'agam', 'terima', 'pesan', 'cocok', 'bingkis', 'cinta']"
2,"['nyaman', 'layan', 'muas', 'makana', 'tagih', 'baik', 'kunjung', 'keluarga', 'pasang']"
2,"['pandang', 'bagus', 'romantis', 'makan', 'oke', 'standar', 'hotel', 'dessert', 'enak', 'layan', 'malam', 'laron', 'rekomendasi']"
2,"['letak', 'susah', 'temu', 'gps', 'bagus', 'cocok', 'fotofoto', 'makan', 'enak', 'perhati', 'kunjung', 'libur', 'padat', 'unjung', 'jalan', 'macet', 'kemah', 'modern', 'harga', 'mahal', 'keren']"
1,"['eh', 'bangsat', 'homo', 'main', 'bodo', 'bakar', 'anjing', 'bakar']"
2,"['pasirkaliki', 'baik', 'coba', 'pusat', 'jajan', 'luas', 'asik', 'makan', 'jenis', 'tawar', 'harga', 'jangkau', 'malam', 'suasana', 'asik', 'sejuk', 'siang', 'panas', 'nyaman', 'makan']"
2,"['lintas', 'gedung', 'sate', 'fotofoto', 'pas', 'lapar', 'mampir', 'tanggal', 'desember', 'kemarin', 'libur', 'natal', 'bandung', 'unjung', 'padat', 'antri', 'lapar', 'kabur', 'sulit', 'meja', 'kosong', 'lho', 'meja', 'isi', 'kosong', 'blok', 'orang', 'makan', 'enak', 'tenan', 'menu', 'khas', 'jawa', 'asli', 'indonesia', 'pas', 'lidah']"
1,"['makan', 'voucher', 'sus', 'paket', 'nasi', 'ayam', 'kari', 'diskon', 'persen', 'akibat', 'unjung', 'antre', 'meredeem', 'voucher', 'cilaka', 'cek', 'voucher', 'manual', 'makan', 'antre', 'voucher', 'beli', 'unjung', 'antre']"
2,"['tumben', 'belanja', 'onlen', 'barang', 'bagus', 'ekspektasi']"
2,"['masuk', 'makan', 'keluarga', 'penasaran', 'nasi', 'campur', 'ge', 'ong', 'wow', 'enak', 'banget', 'surabaya', 'pokok', 'mantap', 'banget', 'deh']"
2,"['resto', 'utara', 'kota', 'bandung', 'suasana', 'tenang', 'panorama', 'alam', 'khas', 'jawa', 'barat', 'gunung', 'tangkup', 'perahu', 'cocok', 'makan', 'keluarga']"
1,"['hitam', 'kulit', 'barubaru', 'kerja', 'lapang', 'kayak', 'orang', 'papua', 'kulit']"
2,"['itengah', 'pusat', 'kota', 'daerah', 'belanja', 'cari', 'minum', 'segar', 'makan', 'pas']"
2,"['daging', 'kambing', 'empuk', 'bau', 'cita', 'kuat', 'saji', 'hotplate', 'jaga', 'daging', 'hangat', 'rekomendasi', 'cinta', 'menu', 'daging', 'kambing']"
1,"['muslim', 'ogah', 'banget', 'bela', 'fpi', 'cabul', 'gaya', 'preman', 'cermin', 'muslim']"
0,"['quick', 'count', 'pilkada', 'makassar', 'kotak', 'kosong', 'unggul', 'paslon', 'tunggal']"
1,"['gofood', 'ongkos', 'kirim', 'mahal', 'banget', 'restoran', 'sekolah', 'gue', 'kilometer', 'doang', 'makan', 'harga']"
2,"['atmosphere', 'layan', 'bagus', 'sempit', 'ramai', 'suka', 'yamien', 'asin', 'bakso', 'harga', 'pas', 'cocok']"
1,"['restoran', 'ala', 'makan', 'tahan', 'favorit', 'thai', 'thea', 'daging', 'enak', 'siapsiap', 'kenyang', 'pilih', 'makan', 'cabang', 'mal', 'istana', 'plaza', 'layan', 'buruk', 'kecewa', 'asap', 'ganggu', 'review', 'makan', 'enak', 'baik', 'layan']"
1,"['makan', 'indomie', 'bulan', 'tanggal', 'ulang', 'tasya', 'kamila', 'minggu', 'enggak kuat']"
2,"['restoran', 'mak', 'nyuss', 'lumayan', 'temu', 'menu', 'menu', 'ana', 'harga', 'mahal', 'patut', 'coba', 'lumayan']"
2,"['makan', 'enak', 'order', 'buntut', 'bakar', 'top', 'banget', 'coba', 'lamb', 'wagyu', 'empuk', 'banget', 'pokok', 'sesal', 'order', 'deh', 'servis', 'bagus', 'layan', 'waitress', 'layan', 'ramahramah', 'ditunjukkkan', 'spot', 'foto', 'keren', 'banget', 'pandang', 'bandung', 'salah', 'waitress', 'dela', 'sesal']"
0,"['ganjar', 'ambil', 'pusing', 'jago', 'pdip', 'keok', 'pilkada']"
2,"['asyik', 'sini', 'kolam', 'renang', 'mini', 'hahaha', 'nyaman', 'makan', 'oke', 'harga', 'nyaman', 'cocok', 'banget', 'anak', 'kampus']"
1,"['layan', 'cancel', 'hotel', 'kecewa']"
1,"['kasih', 'oum', 'partai', 'abu', 'dukung', 'reklamasi', 'teluk', 'jakarta', 'pdip', 'pks', 'gerindra', 'oum', 'makan', 'framing', 'media', 'sampah']"
1,"['lambat', 'respons', 'sesuai', 'deskripsi']"
2,"['suka', 'lomie', 'harga', 'mahal', 'nasi', 'capcay', 'enak', 'menu', 'pilih']"
1,"['pegawai', 'tanding', 'tolong', 'perut', 'buncitbuncit', 'rata', 'banyak', 'makan', 'uang', 'suap']"
1,"['pergi', 'keluarga', 'makan', 'malam', 'harga', 'mahal', 'suasana', 'oke', 'spesial']"
2,"['letak', 'kampus', 'itb', 'pilih', 'makan', 'ringan', 'minum', 'bermacammacam', 'nyaman', 'kumpulkumpul', 'teman']"
1,"['erti', 'resto', 'duduk', 'peringkat', 'an', 'resto', 'bandung', 'harga', 'mahal', 'lokasi', 'sembunyi', 'makan', 'percaya', 'review', 'sesat']"
1,"['bayar', 'transaksi', 'tokopedia', 'pakai', 'bcaklikpay', 'hang', 'freeze', 'layar', 'masuk', 'layar', 'isi', 'tapi', 'handphone', 'masalah', 'bcaklikpay', 'tokopedia']"
2,"['milik', 'cabang', 'daerah', 'kota', 'bandung', 'makan', 'jangkau', 'sedia', 'colok', 'meja', 'layan', 'ramah', 'main', 'jenis', 'main', 'sedia', 'layan', 'cepat', 'ramah']"
1,"['kali', 'rasa', 'macet', 'pusing', 'mual']"
1,"['asli', 'deh', 'indihome', 'lemah', 'otak', 'banget', 'deh', 'bayar', 'mahal', 'mahal', 'gila', 'emosi', 'benarbenar']"
2,"['halo', 'kali', 'unjung', 'mc', 'istana', 'plaza', 'tarik', 'nongkrong', 'ramai', 'unjung', 'layan', 'drive', 'tiru', 'kadang', 'suka', 'makan', 'kadang', 'drive', 'thru', 'rekomendasi', 'makan']"
1,"['sidang', 'cepat', 'kelar', 'bosan', 'sidang', 'selesaiselesai', 'pilkada', 'pecah']"
1,"['marah', 'enggak ada', 'sinyal', 'indosat']"
2,"['dcost', 'pesan', 'menu', 'ambil', 'kartu', 'bayar', 'makan', 'tunggu', 'deh', 'makan', 'standard']"
1,"['pikir', 'orang', 'sempit', 'mudah', 'marah']"
2,"['lokasi', 'kota', 'jalan', 'dago', 'jalan', 'riau', 'sate', 'enak', 'mahal', 'layan', 'cepat', 'pegawai', 'ramah']"
2,['sabar']
1,"['oppo', 'fs', 'kamera', 'jelek', 'pakai', 'tonton', 'konser', 'baca', 'tonton', 'konser', 'dizoom', 'gelap']"
2,"['makan', 'adem', 'banget', 'enak', 'banget', 'makan', 'std', 'spot', 'fotofoto']"
1,"['dukung', 'ahok', 'orang', 'gila']"
2,"['bawah', 'prima', 'ramai', 'sngatlah', 'nyaman', 'makan', 'saji', 'benarbenar', 'enak', 'curry', 'noddle', 'tambah', 'presentasi', 'makan', 'unikunik', 'tambah', 'alam', 'santap']"
2,"['temanteman', 'senang', 'layan', 'ramah', 'makan', 'spesial']"
2,"['pesan', 'kepiting', 'soka', 'capcai', 'telur', 'ayam', 'pas', 'kepiting', 'harga', 'mahal', 'saji', 'makan', 'satu', 'selisih', 'relatif']"
1,"['watak', 'bohong', 'sulit', 'nasehat']"
2,"['makan', 'enakenak', 'suka', 'sandwichsandwich', 'lokasi', 'beda', 'gedung', 'gedung', 'utama', 'pvj', 'bingung', 'cari']"
2,"['libur', 'coba', 'ramen', 'makan', 'tutup', 'lumayan', 'ramen', 'harga', 'murah', 'mango', 'dessert', 'enak', 'pis', 'hotel', 'lumayan', 'lewat', 'pvj', 'rada', 'macet']"
1,"['komplain', 'jual', 'kalah', 'tentu', 'toko', 'masingmasing', 'tuju', 'tokopedia']"
0,"['teori', 'blok', 'minding', 'harry', 'potter', 'otak', 'keram']"
2,"['pesan', 'beef', 'steak', 'tenderloin', 'anak', 'makan', 'gindara', 'steak', 'porsi', 'kenyang', 'enak']"
2,"['lokasi', 'daerah', 'maribaya', 'lembang', 'bandung', 'ramai', 'kota', 'letak', 'sembunyi', 'suasana', 'nyaman', 'udara', 'dingin', 'makan', 'pesan', 'steak', 'iga', 'bakar', 'enak', 'sayang', 'harga', 'mahal', 'porsi', 'hot', 'tea', 'pesan', 'mahal', 'ukur', 'kafe', 'jenis']"
2,"['spagetti', 'carbonara', 'enak', 'banget', 'keluarga', 'anak', 'resto', 'rekomendasi', 'deh', 'pasang', 'rekomendasi', 'comfort', 'banget', 'layan', 'ramahramah', 'bantu']"
2,"['letak', 'lembang', 'restoran', 'saji', 'makan', 'khas', 'sunda', 'coba', 'itu', 'lokasi', 'mudah', 'cari']"
1,"['dugem', 'obat', 'obat', 'larang', 'lacur', 'miras', 'engkau', 'diam', 'iya', 'fpi']"
1,"['ozon', 'dasar', 'anjing', 'didik', 'enak', 'didik', 'anjing', 'pintar', 'kelit', 'curi', 'uang', 'rakyat', 'purapura', 'suara', 'rekam', 'dasar', 'goblok']"
1,"['kafe', 'pakar', 'milik', 'pandang', 'bagus', 'latar', 'peggunungan', 'pohon', 'pinus', 'makana', 'masuk', 'minimum', 'pesan']"
2,"['menu', 'grill', 'enakenak', 'suka', 'banget', 'saus', 'mashed', 'potato', 'baked', 'potato', 'bandung', 'wajib', 'makan', 'harga', 'standar', 'steak', 'grilllah', 'banding', 'harga', 'suasana', 'nyaman', 'taman', 'restoran', 'wajib', 'ku', 'njungi', 'bandung']"
2,"['jokowi', 'cinta', 'umat', 'islam', 'indonesia']"
2,"['konsep', 'unik', 'asa', 'hutan', 'ramai', 'bersih', 'udara', 'segar', 'landscape', 'keren', 'air', 'terjun']"
2,"['empuk', 'daging', 'saus', 'kacang', 'pas', 'benarbenar', 'nikmat', 'harga', 'mahal', 'ribu', 'makan', 'dua', 'sate', 'porsi', 'nasi', 'he', 'he', 'he']"
2,"['ajak', 'bestir', 'galau', 'hahaha', 'coba', 'makan', 'tutup', 'enak', 'banget', 'asa', 'galau', 'nyaman', 'banget', 'gede', 'enak', 'banget', 'obrol', 'obrol', 'santai', 'harga', 'timpal', 'banget', 'sayang', 'bingsu', 'kadang', 'kadang', 'bangsa', 'enak']"
2,"['kedai', 'bakso', 'malang', 'saji', 'aneka', 'jenis', 'bakso', 'minum', 'mes', 'satu', 'atau', 'paketpaket', 'bakso', 'kuah', 'aneka', 'jenis', 'bakso', 'siomay', 'goreng']"
2,"['warga', 'jawa', 'timur', 'khusus', 'malang', 'bakso', 'standart', 'lidah', 'lumayan', 'enak', 'nikmat', 'pasang', 'keluarga', 'letak', 'mal', 'ciwalk', 'jadi', 'pilih', 'sendiri', 'nikmat', 'makan', 'lokal']"
1,"['stasiun', 'tv', 'payah', 'konsisten', 'kecewa', 'dukung', 'persib', 'persiba', 'berprikemanusiaan', 'payah', 'cupu']"
1,"['kemarin', 'hari', 'kota', 'tua', 'sedih', 'jorok', 'kotor', 'orang', 'jakarta', 'marahin', 'tekan', 'darah', 'malas', 'potret', 'minggu', 'siang', 'sore', 'kertanaga', 'alfa', 'indonesia', 'maut', 'malu', 'wisatawan', 'asing', 'serta', 'asi', 'games']"
2,"['asri', 'nyaman', 'makan', 'harga', 'mahal', 'sampan', 'keliling', 'danau', 'buat', 'cocok', 'makan', 'keluarga']"
0,"['pilih', 'saksi', 'boleh', 'kena', 'atribut', 'dukung', 'salah', 'paslon', 'coblos', 'pilkada', 'serentak']"
2,"['bebek', 'garang', 'sedia', 'masakan', 'olah', 'bebek', 'variasi', 'agam', 'enak', 'bebek', 'enak', 'opsi', 'tambah', 'porsi', 'nas', 'putih', 'maksimal', 'orang', 'board', 'game', 'main', 'tunggu', 'pesan']"
2,"['menu', 'cita', 'sunda', 'ulang', 'makan', 'bakwan', 'udang', 'sayur', 'asem', 'mantap', 'banget']"
2,"['restoran', 'makan', 'aceh', 'kunjung', 'bandung', 'menu', 'standar', 'kosong', 'lokasi', 'gampang', 'cari', 'coba', 'menu', 'mi', 'aceh', 'goreng', 'rebus', 'nasi', 'goreng', 'aman', 'es', 'timun', 'segar', 'layan', 'cepat', 'tunggu', 'makan']"
2,"['restoran', 'mandarin', 'ini', 'makan', 'makan', 'cina', 'makan', 'makan', 'standar', 'makan', 'china', 'suka', 'bangku', 'cah', 'hotplate', 'nyata', 'enak', 'gurih', 'keluarga', 'mes', 'menu', 'porsi', 'makan', 'lumayan']"
1,"['indosat', 'lemah', 'otak', 'banget', 'ampun']"
0,"['mohon', 'kece', 'personal', 'akses', 'data', 'langgan']"
0,"['saddle', 'primp', 'kotak', 'kotak']"
2,"['golden', 'monkey', 'pilih', 'nongkrong', 'alternatif', 'kafe', 'tawar', 'jenis', 'makan', 'pasta', 'pizza', 'masakan', 'indonesia', 'dar', 'makan', 'ringan', 'pilih', 'minum', 'tawar', 'agam', 'juice', 'olah', 'soda', 'jenis', 'teh', 'bir', 'minum', 'alkohol', 'lokasi', 'jalan', 'dago', 'strategis', 'harga', 'sahabat']"
0,"['boros', 'habis', 'uang', 'rakyat', 'jakarta', 'bancak', 'hambur', 'ikut', 'dukung', 'prabowo', 'koalisi', 'keluarga', 'fpi', 'isis', 'hti', 'gmpf', 'mui']"
1,"['steak', 'enak', 'beda', 'makan', 'steak', 'jalan', 'porsi', 'kali', 'enak', 'bagi', 'anakanak', 'sekolah', 'ramai', 'banget', 'berisik', 'teriakteriak', 'obrol', 'main', 'kartu', 'nyaman']"
1,"['zadit', 'babi', 'gemuk']"
1,"['dasar', 'baktau', 'kau', 'ajar', 'beladiri', 'sombong', 'cari', 'prestasi', 'sekolah', 'lindung', 'guru', 'lu', 'lu', 'pukul', 'orang', 'tua', 'lo', 'dasar', 'iblis', 'kau', 'nyawa', 'bayar', 'nyawa', 'lu', 'hutang', 'nyawa', 'nyawa', 'lo', 'bayar']"
1,"['barang', 'kirim', 'aneh']"
2,"['cocok', 'lepas', 'dahaga', 'belanja', 'factory', 'outlet', 'merdeka', 'buah', 'segar', 'harga', 'mahal']"
0,"['jual', 'bantal', 'bundar', 'suede', 'rajin', 'bal', 'tokopedia']"
2,"['pepper', 'lunch', 'restoran', 'jepang', 'unik', 'masak', 'chef', 'hotplate', 'menu', 'coba', 'the', 'giant', 'steak', 'nikmat', 'harga']"
1,"['bacot', 'dengkul', 'ustad', 'tengkujuh', 'sesuai', 'prila', 'ku', 'copot', 'sorban', 'sisir', 'kaca']"
2,"['asik', 'banget', 'kumpul', 'suasana', 'enak', 'bising', 'minum', 'banyak', 'enak', 'enak', 'makan', 'coba', 'steak', 'jempol']"
2,['apresiasi']
0,"['wagub', 'sandiuno', 'metro', 'tv', 'fake', 'news', 'ikut', 'kabarislamid']"
2,"['saji', 'sate', 'gule', 'kambing', 'daging', 'besarbesar', 'lezat', 'sate', 'kambing', 'bumbu', 'kacang', 'sayang', 'sedia', 'bumbu', 'kecap', 'bentuk', 'potong', 'sate', 'kambing', 'sate', 'kambing', 'buat', 'orang', 'arab', 'gule', 'kambing', 'lezat', 'warung', 'gule', 'isi', 'daging', 'kambing', 'asli', 'lengkap', 'tulangtulang', 'enak']"
2,"['makan', 'libur', 'lebaran', 'kemarin', 'antre', 'cari', 'duduk', 'penuh', 'makan', 'siang', 'unik', 'menu', 'spesial', 'buruh', 'puyuh', 'goreng', 'sambal', 'lumayan', 'enak', 'pedas', 'cons', 'makan', 'cuci', 'tangan', 'bersih', 'rekomendasi', 'puyuh', 'perancis', 'sambal', 'cabe', 'rawit', 'puyuh', 'cabe']"
1,"['orang', 'cina', 'pintar', 'uras', 'uang', 'rakyat', 'lihat', 'ratarata', 'jual', 'mahalmahal', 'anggota', 'perintah', 'bisabisa', 'uang', 'babat']"
0,"['tni', 'panglima', 'kodam', 'xii', 'tpr', 'buka', 'lomba', 'ton', 'tangkas', 'kodam']"
1,"['duit', 'bubar', 'partai', 'wadah', 'penggodogan', 'calon', 'pimpin', 'bangsa', 'cari', 'uang', 'dikit', 'uang', 'bosan', 'dengar']"
2,"['restoran', 'ini', 'nama', 'braga', 'cerita', 'that', 'the', 'right', 'nama', 'meja', 'letak', 'buku', 'sejarah', 'jalan', 'braga', 'jadi', 'nomor', 'meja', 'tunggu', 'pesan', 'wawas', 'jalan', 'braga', 'suasana', 'interior', 'tema', 'tempo', 'nyaman', 'betah', 'berlamalama', 'duduk', 'obrol', 'keluarga', 'temanteman']"
1,"['tenggelam', 'pdip', 'jokowi']"
1,"['lumayan', 'enak', 'layan', 'bagus', 'bersih', 'susah', 'rawan', 'macet', 'pikir', 'kali']"
2,"['kafe', 'temanteman', 'libur', 'bandung', 'lokasi', 'kafe', 'strategis', 'pesan', 'minum', 'nikmat', 'kota', 'bandung', 'pesan', 'moccha', 'latte', 'teman', 'pesan', 'beer', 'capucinno', 'ice', 'tea', 'lychee', 'mocca', 'latte', 'asa', 'art', 'bagus', 'makan', 'enak', 'harga', 'mahal']"
2,"['pandang', 'keliling', 'kebun', 'teh', 'tawan', 'temu', 'kalimantan', 'suasana', 'sejuk', 'tenang', 'kesan', 'aman', 'tentram', 'warga', 'ramah', 'cocok', 'ku', 'njungi', 'ciwidey']"
1,"['kasihan', 'usul', 'puan', 'caleg']"
2,"['restoran', 'kalang', 'tengah', 'harga', 'tawar', 'mahal', 'makan', 'lebih', 'pandang', 'tawar', 'cocok', 'makan', 'santai', 'restoran', 'hadap', 'lembah', 'langsung', 'coba', 'penasaran', 'review', 'pandang', 'bagus', 'pandang', 'oke', 'banget']"
1,"['hti', 'cocok', 'hti', 'politik']"
1,"['sekolah', 'atur', 'anak', 'asu', 'anjing', 'tolol', 'orang', 'tua', 'bodo', 'anak', 'dia', 'malam', 'kali', 'makan', 'micin', 'temanteman']"
2,"['dim', 'sum', 'enak', 'makan', 'lumayan', 'masakan', 'nasi', 'mi', 'bihun', 'porsi', 'nyaman']"
1,"['maaf', 'islam', 'agama', 'islam', 'alir', 'sesat', 'enggak', 'ku', 'agama', 'nista', 'islam', 'nista', 'agama', 'islam', 'nista', 'agama', 'sungguh', 'agama', 'lu', 'kafir', 'agama', 'asli', 'nusantara', 'lu', 'percaya']"
2,"['santa', 'kota', 'bandung', 'congo', 'letak', 'bukit', 'dago', 'tenang', 'makan', 'enak', 'nyaman', 'bersih']"
1,"['banteng', 'mbok', 'mega', 'tumpul', 'kandang', 'nu', 'melulu']"
1,"['closing', 'ceremony', 'asi', 'games', 'jelek', 'banget', 'indonesia', 'no', 'sumpah', 'gue', 'sesal', 'konsultan', 'acara', 'aminef', 'sok', 'pintar', 'aminef', 'lembaga', 'beasiswa', 'selenggara', 'asi', 'games', 'gue', 'tipu', 'geng', 'jesaya', 'red', 'nose', 'amitamit', 'be']"
2,"['tawar', 'salah', 'restoran', 'hotel', 'hyatt', 'regency', 'ambiance', 'suasana', 'nikmat', 'makan', 'layan', 'staf', 'layan', 'ramah', 'bantu', 'peristiwa', 'ada', 'coba', 'makan', 'malam', 'asia', 'timur', 'makan', 'jepang', 'korea', 'taiwan', 'thailand', 'vietnam', 'hidang', 'masak', 'live', 'koki', 'tarik']"
2,"['sedia', 'masakan', 'sunda', 'saji', 'piring', 'alas', 'daun', 'pisang', 'makan', 'lumayan', 'enak']"
2,"['favorit', 'kalang', 'suasana', 'luas', 'nyaman', 'layan', 'cepat', 'ramah']"
2,"['cocorico', 'kudu', 'pakai', 'jaket', 'haha', 'dingin', 'banget', 'bandung', 'malam', 'romantis', 'deh', 'pokok', 'live', 'musik', 'top', 'deh']"
1,"['seolaholah', 'dpr', 'maling', 'maling', 'tolol', 'bibir', 'gue', 'muntah']"
0,"['natal', 'ardianto', 'undur', 'jabat', 'cto']"
2,"['balista', 'sushi', 'tea', 'resto', 'gaya', 'rumah', 'klasik', 'jalan', 'banda', 'menu', 'tarik', 'perhati', 'batox', 'manis', 'batox', 'manis', 'bilang', 'es', 'krim', 'saji', 'unik', 'es', 'krim', 'saji', 'batok', 'kelapa', 'wadah', 'tambah', 'parut', 'kelapa', 'tambah', 'creamy', 'tropical', 'sensation', 'makan', 'es', 'krim', 'mantap']"
2,"['agam', 'minum', 'harga', 'jangkau', 'lokasi', 'pujasera', 'merdeka', 'aneka', 'minum', 'segar', 'temu', 'layak', 'coba']"
2,"['lokasi', 'daerah', 'ruko', 'setrasari', 'mal', 'layak', 'luas', 'rumah', 'toko', 'normal', 'masuk', 'saji', 'suasana', 'kopi', 'kafe', 'masuk', 'ruko', 'suasana', 'buka', 'tutup', 'terpal', 'suasana', 'nyaman']"
2,"['lokasi', 'strategis', 'mc', 'luas', 'lantai', 'pesta', 'ulang', 'anak', 'cocok', 'main', 'lantai']"
1,['galau']
2,"['enak', 'roti', 'cabang', 'hangat', 'dingin', 'samasama', 'enak', 'nikmat', 'layan', 'cepat']"
1,"['buang', 'buang', 'energi', 'marah', 'indosat', 'ganti', 'provider']"
1,"['mari', 'hitung', 'hitung', 'hitung', 'kader', 'partai', 'mana', 'korup', 'golkar', 'pdip']"
1,"['eggy', 'sampo', 'tawar', 'padu', 'fusilli', 'udang', 'telur', 'asin', 'mbak', 'porsi', 'large', 'porsi', 'mi', 'porsi', 'lage', 'enak', 'green', 'tea', 'bule', 'rekomendasi', 'harga', 'mahal', 'bule', 'mending', 'beli', 'obrol', 'me', 'deh']"
0,"['zikir', 'tausiah', 'demokrat', 'aceh', 'lounching', 'daftar', 'balon', 'legislatif', 'via']"
2,"['santap', 'pizza', 'malam', 'jelang', 'resto', 'tutup', 'jam', 'resto', 'tutup', 'soup', 'salad', 'diskon', 'pilih', 'pizza', 'american', 'favorite', 'idr', 'triple', 'cheese', 'brusceta', 'idr', 'new', 'beef', 'lasagna', 'idr', 'mocha', 'float', 'ide', 'appetizer', 'gratis', 'alam', 'santap', 'restoran', 'website']"
2,"['lokasi', 'kota', 'bagus', 'makan', 'saung', 'kolam', 'ikan', 'saung', 'keluarga', 'masak', 'langsung', 'milik', 'enak', 'saji', 'tunggu', 'jam']"
1,"['cari', 'makam', 'malam', 'bandung', 'sengaja', 'temu', 'rumah', 'makan', 'ayam', 'bakar', 'sambal', 'enak', 'lantai', 'rumah', 'makan', 'licin', 'anak', 'peleset', 'lari', 'area', 'parkir', 'batas']"
2,"['sate', 'bumbu', 'kacang', 'enak', 'banget', 'harga', 'jangkau']"
2,"['benarbenar', 'nyaman', 'staf', 'interior', 'makan', 'lumayan', 'agam', 'kecewa', 'lupa', 'mampir', 'main', 'lembang']"
1,"['enak', 'jebak', 'macet', 'enak', 'jebak']"
0,"['berita', 'indonesia', 'presiden', 'jokowi', 'denyut', 'nadi', 'ekonomi', 'pasar', 'rakyat']"
