full_text,processed,predicted_label,predicted_probability_netral,predicted_probability_negatif,predicted_probability_positif
"@The_RedsIndo BIG NO, ntar mainnya balik ke setelan pabrik. Di era STY timnas mainnya udah berkembang, masak mau di mundurin lagi. Yang bener aja? Rugi dong!",redsindo big no entar mainnya setelan pabrik era sty timnas mainnya berkembang masak mundurin rugi,Netral,0.7760998,0.17228812,0.051612094
"@The_RedsIndo kalo yang gantiin STY beneran FH, mohon maaf gue pensiun nonton timnas 🙏🙏  mau lu juara AFF 10 kali jg bodoamat ajg, udah kebaca gaya mainnya gimana",redsindo menggantikan sty benaran fh mohon maaf gue pensiun menonton timnas lu juara aff kali bodoamat ajg kebaca gaya mainnya,Negatif,0.06499736,0.8488752,0.08612736
@KABAR_CHELSEA Lah dulu diego costa gacor di chelsea tapi timnas gatau kyk apa mainnya intinya jarang keliatan dah di timnas,chelsea diego costa gacor chelsea timnas enggak tau kayak apa-apa mainnya intinya jarang deh timnas,Negatif,0.020420749,0.8768995,0.102679744
"@colamandala @ainurohman era Luis milla dulu sayang banget, pas lagi naik2nya timnas, coba waktu itu diperpanjang ya minimal sampe AFF aja lah, kayaknya bisa juara klo liat mainnya",era luis milla sayang banget pas naiknya timnas coba diperpanjang minimal aff kayaknya juara lihat mainnya,Positif,0.004195729,0.15477492,0.8410293
"@SiaranBolaLive STY OUT SIH GW GA BAKAL NONTON TIMNAS LAGI APALAGI KLAU PELATIHNYA LOKAL HADUH UDH GA BERES DEH, GW SIH MIKIR NANTI NATURALISASI YG MAINNYA OKE MALAH GA DAPAT MAIN, MALAH LOKAL PRET SEMUA YG KURANG MENJANJIKAN, SKIP NONTON TIMNAS GW",sty out gue menonton timnas pelatihnya lokal aduh beres deh gue mikir naturalisasi mainnya oke main lokal pret menjanjikan skip menonton timnas gue,Negatif,0.019655772,0.70088124,0.27946296
"@idextratime Gue ga terlalu ngikutin mainnya timnas si, cuma beberapa kali emg nonton TAPI AJG BGT EMG YG NGATA²IN SHAYNE KEMAREN, apalagi yg smpe blg² mending mainin arhan"" Halah pantek, diliat dulu cok lawannya siapa gblk😭🙏 Emosi sm fans² buciners ini🙏🙏""",gue mengikuti mainnya timnas kali menonton ajg banget mengatai shayne kemarin mending mainin arhan halah pantek cok lawannya gblk emosi fan buciners,Negatif,0.09208035,0.6024588,0.30546087
"@gilabola_ina Setuju. Sy nonton Timnas dr jaman kaptennya Iswadi Idris th 70an. (Ya, sy tua). Sy YAKIN Timnas skrg mainnya BAGUS &amp  msh bs lebih bagus lg, krn msh muda², pelatihnya cocok dan momentumnya sdg bagus. Jangan dirusak (dg ganti pelatih ataupun terlambat perpanjang kontrak pelatih).",ina setuju menonton timnas jaman kaptennya iswadi idris an tua timnas mainnya bagus bagus muda pelatihnya cocok momentumnya bagus jangan-jangan dirusak ganti pelatih terlambat perpanjang kontrak pelatih,Positif,0.00015670135,0.027975725,0.9718675
"@Indostransfer Nonton timnas di afc, terus nonton liga 1, beda bgt cara mainnya",menonton timnas afc menonton liga beda banget mainnya,Negatif,0.103397705,0.46051264,0.43608966
"@gilabola_ina @carson_gianluca Gass bkin petisi aja ntr min.. bukan ngebela satu pihak, tpi demi progress timnas indo lebih baik kedepannyaa Trlepas piala asia kmren, ga liat apa kita mainnya dah ckup okee...media,komentator asing serta pelatih australia jga mengakui dan mengapresiasi timnas kita",ina gianluca gass petisi entar min membela progress timnas indonesia kedepannyaa trlepas piala asia kemarin lihat apa-apa mainnya deh okeemediakomentator asing pelatih australia mengakui mengapresiasi timnas,Negatif,0.026179643,0.75454134,0.21927902
"@_BangFu Udah tua kok ga tau kualitas liga 1 kek mana,hadehhh Emg ga berapa ya sekarang timnas mainnya jauh lebih oke dr sebelum2nya?",bangfu tua kualitas liga kayak manahadehhh timnas mainnya oke,Negatif,0.01355929,0.9617357,0.024705026
@thejurgenholic @bliblidotcom Semoga mainnya makin bagus biar bisa bersaing sama Foden di timnas Inggris,semoga mainnya bagus bersaing foden timnas inggris,Positif,0.011133972,0.15525098,0.833615
"@ainurohman KL sy  STY  mungkin pergi. Kadang dibilang ngga pernah memberi trophy. Berapa bnyk sih timnas yg pny trophy  benua/asosiasi resmi FIFA? Se level Swedia , Belgia saja engga pernah juara Eropa. Apa mrk jelek mainnya?.",sty pergi kadang dibilang trophy timnas trophy benuaasosiasi resmi fifa level swedia belgia juara eropa apa-apa jelek mainnya,Positif,0.057969928,0.32892942,0.6131007
"@idextratime udah ga layak, semenjak sering nonton timnas mainnya enak",layak semenjak menonton timnas mainnya enak,Positif,0.011602488,0.0956906,0.8927068
Nih liat pembenci sty &amp  yg ga support timnas. Bukti yg paham bola itu tau sty itu berkelas cuy. Mainnya timnas aja beda &amp  berkelas gitu. Dan yg mau hire sty bukan negara dri asean. Dikira sty ga laku lagi gara2 ngelatih timnas rank 145 😒  Klean2 yg ga percaya proses mending diem,lihat pembenci sty support timnas bukti paham bola sty berkelas cuy mainnya timnas beda berkelas hire sty negara asean sty laku-laku gara-gara ngelatih timnas rank klean percaya proses mending diam,Negatif,0.13775457,0.76170194,0.1005435
"@StreliziaxAlpha @anakodok2009 @UpdateBolabola Nih gue serius bentar yak. Gak usah diladenin panjang2, ngabisin tenaga lu doang, serius dah. Orang kayak gitu patokannya cuman statistik sama skor, tok!   Orang klo tiap hari nonton bola &amp  sering main bola di real life, tetep bakalan bisa notice kalo timnas kita mainnya oke.",gue serius bentar diladeni ngabisin tenaga lu doang serius deh orang-orang kayak patokannya cuman statistik skor tok orang-orang menonton bola main bola real life notice timnas mainnya oke,Negatif,0.0074664513,0.89353293,0.09900062
"@anakodok2009 @PokoknyaItuDahh @UpdateBolabola Lah lucu ni orang, lu lihat full gak sih mainnya timnas di afc? Enak mana umpan2 pendek dg longball jaman sblm sty? Selama fase grup timnas main bagus skema build upnya, gol marselino contohnya. Kita emg minus di finishing dan STY yang bawa timnas dari ranj 173 ke 142",lucu orang-orang lu lihat full mainnya timnas afc enak umpan pendek longball jaman sty fase grup timnas main bagus skema build upnya gol marselino contohnya minus finishing sty bawa-bawa timnas ranj,Negatif,0.012726703,0.8963005,0.090972796
"@makanbolaID Semenjak gagalnya Piala Dunia U20, gw jadi ngga suka Hokky, ditambah dia mainnya jelek, jadi sebel setiap liat nama dia masuk timnas terus disisi lain, gw jadi penasaran ini bocah bikin gw terpesona, sialnya ngga pernah terjadi.",semenjak gagalnya piala dunia gue suka hokky ditambah mainnya jelek sebel lihat nama-nama masuk timnas disisi gue penasaran bocah gue terpesona sialnya,Positif,0.028120577,0.4337122,0.5381672
Assalamualaikum tetangga🙏🏼😵 shock ketjil ada pemain timnas yg org Boyolali. Mana main di persija pulak. MANA KULIAH DI UTP😭😭 WOW SHOCK. Kurang jauh sekali sy mainnya https://t.co/XfKSyLBnW3,assalamualaikum tetangga shock ketjil pemain timnas orang boyolali main persija kuliah utp wow shock mainnya,Negatif,0.3712951,0.4821727,0.14653225
"@idextratime Tadi malam 7 pemain naturalisasi, 4 saya yg urus supaya cepat bisa main dalam waktu 8 bulan (cepatkan)...jd pemain timnas tidak hanya Liga 1 tapi juga pemain naturalisasi...dan semua td malam bagus mainnya...puas ngga sama semua pemain td malam ?",malam pemain naturalisasi urus cepat main cepatkanjd pemain timnas liga pemain naturalisasidan malam bagus mainnyapuas pemain malam,Positif,0.034002,0.22990955,0.7360885
"@MafiaWasit Tadi malam 7 pemain naturalisasi, 4 saya yg urus supaya cepat bisa main dalam waktu 8 bulan (cepatkan)...jd pemain timnas tidak hanya Liga 1 tapi juga pemain naturalisasi...dan semua td malam bagus mainnya...puas ngga sama semua pemain td malam ?",malam pemain naturalisasi urus cepat main cepatkanjd pemain timnas liga pemain naturalisasidan malam bagus mainnyapuas pemain malam,Positif,0.034002,0.22990955,0.7360885
@zxdnee HDH SEDIH TP GUE SIH TETEP BANGGA KRN TIMNAS MAINNYA UDH OK😁,hdh sedih gue bangga timnas mainnya ok,Negatif,0.16940965,0.44962198,0.38096842
"@jokowi Dengan alasan menyambut lolosnya Timnas, main bola sambil hujan-hujanan....   Halaahhh , Pak.  yang lolos siapa....mainnya ama siapa ...🤣 Cari dukungan kurasa.",alasan menyambut lolosnya timnas main bola hujanhujanan halaahhh lolos siapamainnya cari dukungan kurasa,Negatif,0.34777355,0.5758151,0.076411285
"@idextratime di klub mainnya ngaco, di timnas ngaco juga,dan negaranya gagal di piala afrika.. balik ke klub naik pesawat pribadi dan cengar cengir.. urip songo tenan..",klub mainnya mengaco timnas mengaco jugadan negaranya gagal piala afrika klub pesawat pribadi cengar cengir urip songo tenan,Netral,0.76092815,0.14743875,0.09163316
@unmagnetism STY ini apa ya mainnya kurang greget. kalau main bertahan trus coach benny dollo juga bisa seperti timnas 2009. kita harusnya berani bermain terbuka seperti Man City. kita lihat negara tetangga saja mampu menahan imbang Korea rank 23 masa kita ga mampu nahan Australia rank 25,sty apa-apa mainnya greget main bertahan coach benny dollo timnas berani bermain terbuka man city lihat negara tetangga menahan imbang korea rank menahan australia rank,Netral,0.4975374,0.27036119,0.23210135
"@unmagnetism Lolos sih 16 besar, tapi cuma dibantu negara lain? Menang lawan Vietnam jg dapat gol dari langit. Seharusnya timnas gak seperti itu mainnya, coba pakai talenta2 asli Indonesia pasti lebih semangat mainnya, jadi kita pakai full lokal, pelatih nya indra sjafri 😤",lolos besar-besar dibantu negara menang lawan vietnam gol langit timnas mainnya coba pakai talenta asli indonesia semangat mainnya pakai full lokal pelatih indra sjafri,Negatif,0.124985345,0.47547647,0.39953816
@Torabikaaduo @CoachJustinL takutnya dari pihak sty ngerasa ga di hargai dan juga nanti ditakutkan skuad u-23 mainnya ga secakep timnas senior. lu tau sendiri lah di negara yang namanya indonesia ini banyak orang yang cuma liat hasil doang.,takutnya sty hargai ditakutkan skuad mainnya secakep timnas senior lu negara namanya indonesia orang-orang lihat hasil doang,Negatif,0.008404863,0.98831314,0.0032819759
"Selama ini gue adalah orang yang masa bodo dengan statistik dan mementingkan hasil akhir. Tapi semalem pas nonton timnas meskipun hasil akhirnya hancur, tapi ngeliat mainnya dan statistiknya ada rasa haru dan bangga dengan tim ini.",gue orang-orang bodo statistik mementingkan hasil semalem pas menonton timnas hasil hancur mainnya statistiknya bangga tim,Negatif,0.16637698,0.7012506,0.1323724
"@hasyimmah Iya sih, banyak gol bunuh dirinya. Tapi kemarin timnas mainnya bagus bgt, cuma gak menang. Ya kaya emyu sih 😭",iya gol bunuh kemarin timnas mainnya bagus banget menang kayak emyu,Positif,0.0036359627,0.25545484,0.7409092
"@IDGoonerscom Klo timnas mainnya bgtu dengan kualitas pemainnya ITU luar biasa tpi kalau arsenal dengan kualitas yang Ada Tapi Gak dapet apa2, EMG dibawah Arteta no hope dapet gelar",timnas mainnya kualitas pemainnya arsenal kualitas apa-apa dibawah arteta no hope gelar,Negatif,0.093296275,0.48776886,0.41893485
appreciate buat timnas indo mainnya keren betul,appreciate timnas indonesia mainnya keren-keren,Negatif,0.26201257,0.48945633,0.24853109
"@NurHasa52632749 @erirendy5 @Indostransfer Tpi di era itu timnas kita msih menangan klo ketemu mereka, beda jauh ketika dilatih si engkong, hasil paling bagus ya seri, itupun di kandang kita mainnya",era timnas menangan ketemu beda dilatih engkong hasil bagus seri itupun kandang mainnya,Positif,0.02761548,0.24473995,0.7276446
"timnas indo mainnya build up pelan-pelan dari belakang u bilang keren dan mirip tim epl, giliran semua tim serie a mainnya kaya gitu dibilang boring. pundit bola hipokrit amat kaya prabowo😑",timnas indonesia mainnya build up pelanpelan bilang-bilang keren-keren tim epl giliran tim serie mainnya kayak dibilang boring pundit bola hipokrit kayak prabowo,Negatif,0.09338481,0.7528189,0.15379634
"Tidak kangen sama sekali, timnas waktu itu mainnya kebanyalan long ball, dapat bola buang jauh. Timnas sekarang jauh lebih berkembang dengan one two pass nya. Lagian lawannya lapis 2 waktu itu dan yg sekarang adalah tim pildun nya australi yg lolos 16 besar pildun.",kangen timnas mainnya kebanyalan long ball bola buang timnas berkembang one two pas lawannya lapis tim pildun australi lolos besar-besar pildun,Negatif,0.23408456,0.47673446,0.28918105
"@hatuejawa @SiaranBolaLive @Bolalob Kalo ada yg ketawa liat mainnya timnas tadi malem, fix ga ngerti bola.",ketawa lihat mainnya timnas malam fix mengerti bola,Netral,0.9008412,0.077677585,0.021481235
"@irvxan @bergasss Cek di tweet gw, timnas menang pun gw tetep kritik karena emg mainnya ga jelas.  Cuma longball dan inshallah bolanya beruntung bisa masuk ke gawang.  Karena emg selama ini kan strateginya STY cuma longball dan lemparan jarak jauh Arhan aja.",cek tweet gue timnas menang gue kritik mainnya jelas-jelas longball inshallah bolanya beruntung masuk gawang strateginya sty longball lemparan jarak arhan,Negatif,0.044070594,0.7702417,0.1856878
"@TimnasIndonesia Seumur2 nonton timnas baik secara langsung maupun tv, baru era ini ngeliat timnas mainnya cantik dan terarah cuma kurang striker tajam..  Salut dan bangga",seumur menonton timnas langsung tv era timnas mainnya cantik terarah striker tajam salut bangga,Netral,0.77512604,0.16308384,0.06179013
"ivar menurut gue paling konsisten  otaknya encer banget jadi ga heran kalo dia market valuenya udah tembus 300K euro di umur 20 tahun  oh iya satu lagi, ivar itu adalah salah satu aktor timnas yang bisa bikin timnas jadi kelihatan enak mainnya  kalo duet ama haye gacor parah sih",ivar gue konsisten otaknya encer banget heran market valuenya tembus euro umur tahun-tahun oh iya ivar salah aktor timnas timnas enak mainnya duet haye gacor parah,Negatif,0.015886996,0.7662499,0.2178631
"@AldenBenny @SiaranBolaLive Dapat penalti itu krn tim nyerang, bukan diem aja tiba2 dikasi penalti sama wasit?  Nonto full match kmrn kan? Lihat gmn timnas mainnya spt apa?",penalti tim menyerang diam dikasi penalti wasit nonto full match kemarin lihat timnas mainnya apa-apa,Netral,0.4739539,0.47361133,0.052434754
"@yanangPras @syariiifS Gg mainnya wak, sepanjang sejarah aku hidup gak pernah liat Timnas main mewah kayak gt. Kalo dlu Longball adalah jalan ninjaku.",mainnya wak sejarah hidup lihat timnas main mewah kayak longball jalan ninjaku,Negatif,0.17652628,0.79193306,0.031540632
@syariiifS Lawan timnas juga ngimbangin itu cara mainnya.  Lawak betol Barca skrg wkwkwk,lawan timnas ngimbangin mainnya lawak betol barca wkwkwk,Netral,0.6348378,0.29078057,0.074381635
"Tapi setelah liat Match lawan Argentina, jujur rasa optimis saya naik lagi. Timnas saat itu mainnya solid &amp  kompak banget, keliatan banget semangat juangnya (keliatan gak mau dibantai sama Juara Dunia).",lihat match lawan argentina jujur optimis timnas mainnya solid kompak banget banget semangat juangnya dibantai juara dunia,Positif,0.00053027575,0.029003588,0.9704661
@adhi64543061 @mrdzputra kemarin lihat pas babak pertama mainnya keren banget lho. - Umpan mengalir - Jarang kesalahan - Build Up tertata - Pemahaman Taktik bagus semoga bisa jadi tulang punggung masa depan TIMNAS Indonesia.,kemarin lihat pas babak mainnya keren-keren banget lho umpan mengalir jarang kesalahan build up tertata pemahaman taktik bagus semoga tulang punggung timnas indonesia,Positif,0.0087596895,0.16105396,0.83018637
"Tadi malam 7 pemain naturalisasi, 4 saya yg urus supaya cepat bisa main dalam waktu 8 bulan (cepatkan)...jd pemain timnas tidak hanya Liga 1 tapi juga pemain naturalisasi...dan semua td malam bagus mainnya...puas ngga sama semua pemain td malam ?",malam pemain naturalisasi urus cepat main cepatkanjd pemain timnas liga pemain naturalisasidan malam bagus mainnyapuas pemain malam,Positif,0.034002,0.22990955,0.7360885
@virtualballers hubner sih keren bgt mainnya. baru gabung udh nyetel sama tim salut bgt. semoga yang lain jg bs stabil performanya kaya dia. semangat timnas🇮🇩🤍,hubner keren-keren banget mainnya gabung nyetel tim salut banget semoga stabil performanya kayak semangat timnas,Positif,0.009955481,0.19365539,0.7963891
"makan tu beruntung. namanya jg olahraga, byk faktor yg buat suatu tim bs lanjut trs di turnamen diantaranya kerja keras, mentalitas dibarengi sdikit keberuntungan. akui aja timnas kita catat rekor baru lolos ke knockout. timnas kita dah berprogress, dr segi mainnya dah naik kelas",makan beruntung namanya olahraga faktor tim turnamen kerja keras mentalitas dibarengi sdikit keberuntungan akui timnas catat rekor lolos knockout timnas deh berprogress segi mainnya deh kelas,Positif,0.005359005,0.24513158,0.7495094
"@ainurohman Mainnya bagus banget sih udahan🔥 lupakan kekalahan 4 gol ini, fokus memperbaiki kekurangan yang ada dan konsisten menjadikan permainan seperti ini sbg standar minimum timnas",mainnya bagus banget udahan lupakan kekalahan gol fokus memperbaiki kekurangan konsisten menjadikan permainan standar minimum timnas,Positif,0.0010312832,0.050332863,0.9486359
"@SiaranBolaLive Gw biasanya klo timnas dah ketinggalan 1-0 dah pesimis, malas nonton, tdi malam entah knp nonton sampe 3-0 njir menit 90. Enak aja gitu liat mainnya berasa nontonin liverpool era gegenpressing awal, ngotot dan emg bola dikuasai. Meski lini tengah dan depan kek ada gap terputus",gue timnas deh ketinggalan deh pesimis malas menonton malam menonton anjir menit enak lihat mainnya berasa nontonin liverpool era gegenpressing ngotot bola dikuasai lini kayak gap terputus,Negatif,0.023593735,0.57903653,0.3973697
"@AfifFuadS Yang dia bilang objektif sih. Emg timnas jelek bgt mainnya. Lolos jalur hoki, menang sekali karna pinalti dan kartu merah. sisanya nguber pantat, Gaada fighting spiritnya. Gak malu sama malaysia bisa nahan tim sekelas korsel wlupn gak lolos 16bsr?",bilang-bilang objektif timnas jelek banget mainnya lolos jalur hoki menang pinalti kartu merah sisanya nguber pantat enggak ada fighting spiritnya malu malaysia menahan tim sekelas korsel wlupn lolos bsr,Negatif,0.007375079,0.98544633,0.0071785855
"Pertama kali ngeliat timnas Indonesia mainnya percaya diri, penuh determinasi, mental pantang menyerah. Cmn belum rezekinya aja buat melaju. 👍",kali timnas indonesia mainnya percaya penuh determinasi mental pantang menyerah cuman rezekinya melaju,Negatif,0.29442698,0.5702926,0.13528048
"@cco_archive @gberrei @Indostransfer Ngapain nyerempet ama Oman, lhaa mereka aja mainnya pekok msak mau ngarep lolos 🤣 Posisi lagi nyari gol aja pemainnya pda lemes, mnding timnas kita lah yg lolos",archive mengapai nyerempet oman lhaa mainnya pekok msak mengharap lolos posisi mencari gol pemainnya lemes mending timnas lolos,Negatif,0.19027336,0.7398814,0.06984521
@javierali @GOAL_ID turunin ekspektasi lu yg kita lawan kemarin langganan masuk pildun dan timnas ini baru masuk piala asia setelah 17 thn absen dan pertama kali masuk 16 besar. mainnya juga udah bagus kok kalo lu liat permainannya bukan skornya ya.,id turunin ekspektasi lu lawan kemarin langganan masuk pildun timnas masuk piala asia absen kali masuk besar-besar mainnya bagus lu lihat permainannya skornya,Negatif,0.031103402,0.6751686,0.29372808
@lagilagibola Babak 1 pdhal timnas mainnya banyak nyerang ya...next game lbh baik,babak timnas mainnya menyerang yanext game,Negatif,0.40911052,0.49407384,0.096815646
Nggak berhenti bilang BANGGA ama Timnas sekarang. Skuad termuda di turnamen✅ Mainnya tidak menggambarkan peringkat FIFA sama sekali✅ Rekor dan sejarah baru terpecahkan✅ Struick kalau senyum manis banget✅ https://t.co/f4yvN3U5s9,berhenti bilang-bilang bangga timnas skuad termuda turnamen mainnya menggambarkan peringkat fifa rekor sejarah terpecahkan struick senyum manis banget,Negatif,0.015975682,0.70842814,0.27559623
"Kalau ini sih, sesuai prediksi karena memang mainnya istimewa. Pengin banget Indonesia dilatih oleh sosok seperti Petar Segrt.  Dulu punya Ivan Kolev dan terbukti timnas tampil baik sekalipun cuma pakai pemain Divisi Utama alias liga lokal. https://t.co/gGVHyr7TgT",sesuai prediksi mainnya istimewa pengin banget indonesia dilatih sosok petar segrt ivan kolev terbukti timnas tampil pakai pemain divisi utama alias liga lokal,Positif,0.027175376,0.2440926,0.72873205
"Tadi malam 7 pemain naturalisasi, 4 saya yg urus supaya cepat bisa main dalam waktu 8 bulan (cepatkan)...jd pemain timnas tidak hanya Liga 1 tapi juga pemain naturalisasi...dan semua td malam bagus mainnya...",malam pemain naturalisasi urus cepat main cepatkanjd pemain timnas liga pemain naturalisasidan malam bagus mainnya,Positif,0.09329557,0.3136953,0.59300905
"Dari match semalem kredit khusus gw berikan ke Justin hubner dia di Babak pertama mainnya kelas banget dia bisa defense, dia bisa crossing, shooting, dia di tengah dah kek jadi leader banget kelas emang ni pemain. Masih heran dia lebih milih jadi pemain timnas #TimnasDay",match semalem kredit khusus gue justin hubner babak mainnya kelas banget defense crossing shooting deh kayak leader banget kelas pemain heran memilih pemain timnas,Positif,0.0020811553,0.359912,0.6380068
"@Indostransfer Gol ke1 beruntung, gol ke2 kesalahan dari asnawi, gol 3 4 emang udah gaada semangat lagi mainnya timnas. Jadi bener apa kata sty permainan kita udah bagus tapi balik lagi keberuntungannya masih belum berpihak ke kita. Lawan australia bisa main kaki ke kaki aja udah salut saya.",gol beruntung gol kesalahan asnawi gol enggak ada semangat mainnya timnas apa-apa kata-kata sty permainan bagus keberuntungannya berpihak lawan australia main kaki kaki salut,Negatif,0.0594741,0.7537877,0.18673822
"@akankulepas @itsecondchance @nrdnmuh @mrdzputra Kesenioritasan juga menurut gua masi mending jordi yang udah punya pngalaman di eropa dan dia juga jdi kapten disna, jdi kalau untuk bawa pemain ya dari segi senioritas dan cara mainnya masi mending jordi dari pada fachrudin, buat apa bawa pemain senior di timnas tpi klo g main😭",kesenioritasan gua mending jordi pngalaman eropa kapten disna bawa-bawa pemain segi senioritas mainnya mending jordi fachrudin apa-apa bawa-bawa pemain senior timnas main,Negatif,0.06236832,0.7676516,0.16998006
"@virtualballers Kelas mainnya 1 tingkat dengan pemain lain Makanya msh angin2an timnas kita Coba semua setara Ivar &amp  Justin, rasanya tdk sulit Timnas bisa masuk kelas dunia.  PR PSSI msh sangat berat.",kelas mainnya tingkat pemain anginan timnas coba setara ivar justin sulit timnas masuk kelas dunia pr pssi berat,Negatif,0.3038006,0.53543407,0.16076532
"@GOAL_ID main lawan aussie keliatan bgt penetrasi attacknya oke, gua aja sampe bengong timnas indo mainnya kek klub eropa gini",id main lawan aussie banget penetrasi attacknya oke gua bengong timnas indonesia mainnya kayak klub eropa,Negatif,0.018613882,0.8908682,0.090517946
"Gaji umr vs gaji 30-50jtan per bulan, ya putus jauh lah, timnas indonesia mah mending naturalisasi aja semuanya, soalnya pemain localnya kocak kocak. Ada yang bilang “gapapa kalah, indonesia mainnya udah bagus” goblouggg mana mainnya bagus kalau pegang bola aja masih bingung mau-",gaji umr vs gaji jtan putus timnas indonesia mah mending naturalisasi pemain localnya kocak kocak bilang-bilang gapapa kalah indonesia mainnya bagus goblouggg mainnya bagus pegang bola bingung,Negatif,0.004626363,0.5756847,0.4196889
yg pgn STY cabut ini nntn cara mainnya timnas taun2 sebelum blio masuk ga si wwkwk,pengin sty cabut menonton mainnya timnas blio masuk wwkwk,Netral,0.63283443,0.30468538,0.06248008
@utdabout @idextratime Masih mending mainnya timnas daripada emyu sih. Nanti balik setelan pabrik lagi emyu,mending mainnya timnas emyu setelan pabrik emyu,Negatif,0.10844921,0.82758445,0.06396629
Terlepas dari hasil. Timnas mainnya keren pakai sangat. #STYSTAY https://t.co/ilv4UoVhVQ,terlepas hasil timnas mainnya keren-keren pakai,Positif,0.3884697,0.18535541,0.42617488
:apa saya aja yang liat timnas kalah tapi kok bangga liat mainnya #timnasday #AsianCup2023,apa-apa lihat timnas kalah bangga lihat mainnya,Netral,0.5965085,0.19666128,0.20683031
"@GiaPratamaMD Terlepas dari kebobolan 4 goal, Indonesia mainnya asik banget asli, beda banget sama permainan timnas yang sudah sudah",terlepas kebobolan goal indonesia mainnya asik banget asli beda banget permainan timnas,Positif,5.6219564e-05,0.0056138937,0.9943299
"@SiaranBolaLive Indonesia tadi malam di babak 1 adalah timnas Indonesia terbaik yg pernah kulihat. mainnya asik bgt, bukan kaya timnas Indonesia sprti biasanya. walaupun kebobolan 2. tapi mereka terlalu keren untuk ranking 100 kesana. tinggal evaluasi aja",indonesia malam babak timnas indonesia terbaik kulihat mainnya asik banget kayak timnas indonesia kebobolan keren-keren ranking kesana tinggal evaluasi,Positif,0.008479911,0.14250407,0.84901595
Menyelami timeline yang isinya pada bangga sama timnas walopun kalah dan ga lolos tapi emang mainnya udah keren bgtt. Sejauh ini belom liat tweet yang komen negatif sama skuad termuda di asian cup tapi bisa cetak sejarah lolos sampe ke 16 besar,menyelami timeline isinya bangga timnas walopun kalah lolos mainnya keren-keren banget lihat tweet komen negatif skuad termuda asian cup cetak sejarah lolos besar-besar,Positif,0.0056039114,0.113551095,0.88084507
"tp btw... nonton timnas yg skrg bikin candu bgt 😭 mainnya rapih, cantik, terstruktur, build up-nya satisfying, bagus dah pokonya! kenapa next match masih bulan mareeettt ini januari aja kaga abis-abis buseeeett 😭😭😭",btw menonton timnas candu banget mainnya rapi cantik terstruktur build upnya satisfying bagus deh pokoknya next match mareeettt januari kagak abisabis buseeeett,Positif,0.000394677,0.05971947,0.93988585
@tvOneNews Pola mainnya sudah selevel Australia yg pernah ikut piala dunia .. sayang timnas masih umur muda .. tunggu 2-5 tahun mendatang ...,pola mainnya selevel australia piala dunia sayang timnas umur muda tunggu tahun-tahun,Netral,0.5648181,0.33260688,0.10257499
"Timnas mainnya udh enak, rapi, dan pede! Perkembangan yg bagus dan membanggakan. Heran ajaa sih klo masih ada yg nyinyir ke STY.  Satu2nya kritik hrsnya ttg PSSI yg belum bisa benerin liga nya. Selama Liga 1 blm bisa jadi gudang utk stok pemain timnas, naturalsiasi jd solusi",timnas mainnya enak rapi percaya diri perkembangan bagus membanggakan heran nyinyir sty satunya kritik pssi benerin liga liga gudang stok pemain timnas naturalsiasi solusi,Positif,0.019010603,0.30785352,0.6731359
Timnas kalah tapi bisa se happy ini karena mainnya itu enak banget.  🇮🇩❤️,timnas kalah happy mainnya enak banget,Positif,0.00035757912,0.017343888,0.9822985
"dari terakhir kali ngikutin timnas mungkin 4 tahun lalu terus ngikutin lagi tahun kemaren pas liat timnas ini makin keren aja mainnya sampe akhirnya ngikutin mereka sampe 16 besar. kerasa wow... udah lama ga kaya gini, seru dan bangga bgt liatnya apalagi dukungnya timnas sendiri.",kali mengikuti timnas tahun-tahun mengikuti tahun-tahun kemarin pas lihat timnas keren-keren mainnya mengikuti besar-besar kerasa wow kayak seru bangga banget lihatnya dukungnya timnas,Positif,0.022813978,0.21268906,0.764497
"@kompascom He..he..benarkan yg saya bilang lawan di 16 besar itu berat2,sdh tau permainannya msih jauh dari Australia msih sj main menyerang,hrusnya timnas mainnya bertahan sj gk usah berambisi untk ingin bnyk mencetak gol,nunggu serangan balik sj sampai babak ke 2 yg penting jgn masukan..!",hehebenarkan bilang-bilang lawan besar-besar beratsdh permainannya australia main menyeranghrusnya timnas mainnya bertahan berambisi mencetak golnunggu serangan babak masukan,Negatif,0.28492147,0.57516795,0.13991055
"kerennn pokoknya ttp keren, despite the result timnas bener2 nunjukkin mainnya kerennn",keren pokoknya keren-keren despite the result timnas nunjukkin mainnya keren,Positif,0.35714236,0.22022569,0.42263195
harusnya kalian pada masih kebawa vibes yg positif abis nonton Timnas tadi walaupun kalah tapi tetap bukan kecewa yg mainnya ancur dan masa depan cerah. masa tadi baru 2-2 aja udh ngomel2 gile ni United fans have no chill😂,terbawa vibes positif habis menonton timnas kalah kecewa mainnya hancur cerah ngomel gila united fan have no chill,Negatif,0.04448239,0.90078527,0.05473228
"Ga nonton timnas, penasaran. Nonton timnas, stres.  Tapi meski ketinggalan 1-0, kayak ga berasa nonton Indonesia. Mainnya keren.",menonton timnas penasaran menonton timnas stres ketinggalan kayak berasa menonton indonesia mainnya keren-keren,Negatif,0.117321745,0.72192717,0.16075109
"nt, tpi mainnya timnas udah oke banget sebenarnyaa, kurang finishing doang, next pasti lebih gacor🔥",mainnya timnas oke banget sebenarnyaa finishing doang next gacor,Positif,0.006749186,0.12838444,0.8648665
