text,label,processed
"90.4| Film ""Kartini"" bisa ditonton oleh semua umur. Karena film ini selain menghibur juga mendidik dan menginspirasi #FFF",positive,"['film', 'kartini', 'ditonton', 'umur', 'film', 'menghibur', 'mendidik', 'menginspirasi']"
"Film sejarah, jarang sekali di negara ini. Jika membaca sejarah saja kita enggan setidaknya tontonlah filmnya @Hanungbramantyo Kartini",positive,"['film', 'sejarah', 'jarang', 'negara', 'membaca', 'sejarah', 'enggan', 'tontonlah', 'filmnya', 'kartini']"
"Pengerjaan film #Kartini terasa sangat sungguh2. Baik dari pemain maupun produksi. Selamat ya, Mas @Hanungbramantyo",positive,"['pengerjaan', 'film', 'sungguh', 'pemain', 'produksi', 'selamat', 'mas']"
Lapor mbah @CenayangFilm film ini keren. Worth to watch. Syukur2 bisa instrospeksi diri abis nonton.,positive,"['lapor', 'mbah', 'film', 'keren-keren', 'worth', 'watch', 'syukur', 'instrospeksi', 'habis', 'menonton']"
"thanks for today @andibowooo :-* film #TheBossBaby bagus banget dapet feel nya dari lucu, ketawa , amazing pokonya ",positive,"['thanks', 'for', 'today', 'film', 'bagus', 'banget', 'feel', 'lucu', 'ketawa', 'amazing', 'pokoknya']"
Film Ziarah teramat sangat keren. Bangga. Layak dapat Oscar...,positive,"['film', 'ziarah', 'teramat', 'keren-keren', 'bangga', 'layak', 'oscar']"
Barusan bgt kelar nntn @filmziarah film lokal pertama yg gue tonton dan berhasil bikin nangis @bewe_bw speechless liat aktingnya @alitalit_,positive,"['barusan', 'banget', 'kelar', 'menonton', 'film', 'lokal', 'gue', 'tonton', 'berhasil', 'menangis', 'bawa', 'speechless', 'lihat', 'aktingnya']"
Bahagia telah dipertemukan dengan film keren ini ,positive,"['bahagia', 'dipertemukan', 'film', 'keren-keren']"
Film Kartini bagus bangettt!!!! Wajib ditonton!,positive,"['film', 'kartini', 'bagus', 'banget', 'wajib', 'ditonton']"
minggu lalu nonton #DANUR mau review seneng juga sih film horror Indonesia sudah bagus lagi @CenayangFilm @ScreenSaversID,positive,"['minggu', 'menonton', 'review', 'senang', 'film', 'horror', 'indonesia', 'bagus']"
"#FilmKartini menginspirasi untuk berjuang menjunjung nilai kebenaran, bukan dominasi penguasa dan kekakuan budaya @LegacyPictures",positive,"['menginspirasi', 'berjuang', 'menjunjung', 'nilai', 'kebenaran', 'bukan', 'dominasi', 'penguasa', 'kekakuan', 'budaya']"
"10. Kalaupun mau bikin film horror, film Danur bisa jadi rujukan .. ringan tapi menakutkan ",positive,"['film', 'horror', 'film', 'danur', 'rujukan', 'ringan', 'menakutkan']"
Banyak moral yg bisa dipetik dari film wonder woman. Salah satunya adalah menjaga auratmu dr cowok hidung belang ?,positive,"['moral', 'dipetik', 'film', 'wonder', 'woman', 'salah', 'satunya', 'menjaga', 'auratmu', 'cowok', 'hidung', 'belang']"
Berikut 5 film horor Indonesia berpendapatan tinggi dalam 10 tahun terakhir. Dapatkan tiket @DanurMovie di http://bit.ly/belidanur,positive,"['film', 'horor', 'indonesia', 'berpendapatan', 'tahun-tahun', 'dapatkan', 'tiket']"
Trust me. #GetOut itu tipe film paling nyaman dinikmati saat kita gak tau sama sekali filmnya mau kemana. Kalau sudah baca sana-sini ya beda,positive,"['trust', 'me', 'tipe', 'film', 'nyaman', 'dinikmati', 'enggak', 'filmnya', 'kemana', 'baca', 'sanasini', 'beda']"
Nonton film #getout berbudget minim tp hasilnya sungguh tk diduga bgtu jenius smp mkir brulang apa yg sbnrnya trjadi,positive,"['menonton', 'film', 'berbudget', 'minim', 'hasilnya', 'sungguh', 'diduga', 'jenius', 'memikir', 'brulang', 'apa-apa', 'sbnrnya']"
Ini salah satu film yg simple tapi hasilnya luarbiasa. Ga aneh film #GetOut dapet critical acclaim.,positive,"['salah', 'film', 'simple', 'hasilnya', 'luarbiasa', 'enggak', 'aneh', 'film', 'critical', 'acclaim']"
"Dan sy bahagia krn film sebagus @filmziarah ditonton oleh mrk. Kalaupun mrk ditugasi gurunya, gurunya itu bagus #filmziarah",positive,"['bahagia', 'film', 'sebagus', 'ditonton', 'ditugasi', 'gurunya', 'gurunya', 'bagus']"
"Film Kartini bagus banget, sebelah saya sampe nangis, artinya film ini mampu memberikan keresahan pada penontonnya.",positive,"['film', 'kartini', 'bagus', 'banget', 'sebelah', 'menangis', 'film', 'keresahan', 'penontonnya']"
"Ini film keren, banyak falsafah hidup. Salut",positive,"['film', 'keren-keren', 'falsafah', 'hidup', 'salut']"
"Males2an diajak liat The Guys, karena masih ngerasa duit terbang percuma pasca nonton Hangout. Eh ini beda ternyata tjoy, film ini keren.",positive,"['malesan', 'diajak', 'lihat', 'the', 'guys', 'duit', 'terbang', 'pasca', 'menonton', 'hangout', 'eh', 'beda', 'tjoy', 'film', 'keren-keren']"
"Permintaan terbuka untuk warganet Indonesia. Jikalau ada waktu + kesempatan, tontonlah film ""Ziarah"". Salah satu yg terbaik yg pernah ada~ ",positive,"['permintaan', 'terbuka', 'warganet', 'indonesia', 'kesempatan', 'tontonlah', 'film', 'ziarah', 'salah', 'terbaik']"
"Sampai hari ini, aku masih terngiang2 Film Critical Eleven, ya Tuhan. Betapa aku banyak belajar dr menonton itu. Hemmmm",positive,"['terngiang', 'film', 'critical', 'eleven', 'tuhan', 'betapa', 'belajar', 'menonton', 'hemmmm']"
habis liat Film kartini yg luar biasa...pemikiran dan gerakan kartini hrs di lanjutkan,positive,"['habis', 'lihat', 'film', 'kartini', 'biasapemikiran', 'gerakan', 'kartini', 'lanjutkan']"
#filmkartini @Hanungbramantyo sangat layak utk diapresiasi tinggi. Tak ada gading yg tak retak. Tp cuma retak samar. Film ini BAGUS!,positive,"['layak', 'diapresiasi', 'gading', 'retak', 'retak', 'samar', 'film', 'bagus']"
"Di Film Danur, justru yang membuat saya terkesan sosok Asih. Expresi yang datar, tanpa kata membuat penasaran,... http://fb.me/1uxomgQjS",positive,"['film', 'danur', 'terkesan', 'sosok', 'asih', 'ekspresi', 'datar', 'kata-kata', 'penasaran']"
Danur seru bangat flm nya Yg blm nonton harap nonton #l4like,positive,"['danur', 'seru', 'banget', 'film', 'belum', 'menonton', 'harap', 'menonton']"
Film-film tersebut juga cocok lho ditonton bareng anak Anda. Yuk mulai nonton lagi film berkualitas dari Indonesia #BTInd,positive,"['filmfilm', 'cocok', 'lho', 'ditonton', 'bareng', 'anak-anak', 'yuk', 'menonton', 'film', 'berkualitas', 'indonesia']"
"Gue udah nonton bang, sumpah pecah banget nih film karena berhasil bikin mewek nontonnya ? https://t.co/e9UbwUtbQJ",positive,"['gue', 'menonton', 'bang', 'sumpah', 'pecah', 'banget', 'film', 'berhasil', 'mewek', 'nontonnya']"
nih film komedi lucu bangt bahasa jawa https://t.co/46I52na21l https://t.co/TopkrZd0DZ,positive,"['film', 'komedi', 'lucu', 'banget-banget', 'bahasa', 'jawa']"
Awalnya sih sempet khawatir setiap liat film adaptasi dr novel takut gak sesuai ekspektasi tp #CriticalEleven malah bikin speechless.,positive,"['khawatir', 'lihat', 'film', 'adaptasi', 'novel', 'takut', 'enggak', 'sesuai', 'ekspektasi', 'speechless']"
Salah satu film yg gak pernah bikin bosen ditonton berapa kali pun: The Intern. What a lovely movie. @CenayangFilm,positive,"['salah', 'film', 'enggak', 'bosan', 'ditonton', 'kali', 'the', 'intern', 'what', 'lovely', 'movie']"
"Gk nysel aku bg, uda ntn vlog mu yang the guys dri awal smpe akhir, dan akhrnya terbayarkan sama film mu bang kern kli @radityadika seriusan",positive,"['enggak', 'nysel', 'bang', 'menonton', 'vlog', 'mu', 'the', 'guys', 'akhrnya', 'terbayarkan', 'film', 'mu', 'bang', 'kern', 'kali', 'seriusan']"
Tadi abis nonton @GetOutMovie. Gokil sih premisnya. Keren lah itu film.,positive,"['habis', 'menonton', 'gila', 'premisnya', 'keren-keren', 'film']"
@ernestprakasa Slamat koh ernes atas kemenangan film cek toko sebelahnya Kita kuat karna kita beragam bukan seragam,positive,"['selamat', 'koh', 'ernes', 'kemenangan', 'film', 'cek', 'toko', 'sebelahnya', 'kuat', 'beragam', 'bukan', 'seragam']"
"ini film keren banget bang Kekeluargaannya, cintanya, persahabatannya, komedinya dpt banget sumpah. Jadi makin cinta sama alfi. @radityadika",positive,"['film', 'keren-keren', 'banget', 'bang', 'kekeluargaannya', 'cintanya', 'persahabatannya', 'komedinya', 'banget', 'sumpah', 'cinta', 'alfi']"
Dan tiap scene Reza-Adinia ini selalu gold moment #CriticalEleven. Ini berdua emg dah ditakdirkan jadi pasangan plg cocok di film saat ini.,positive,"['scene', 'rezaadinia', 'gold', 'moment', 'berdua', 'deh', 'ditakdirkan', 'pasangan', 'pulang', 'cocok', 'film']"
"Film yang keren, pemainnya menggembirakan meski banyak penonton menangis. #kartini",positive,"['film', 'keren-keren', 'pemainnya', 'menggembirakan', 'penonton', 'menangis']"
"RT @GreatBos: Jarang nonton movie Indonesia Tapi. Yang judulnya Syahadat Cinta, bagus Pemirsa, Recommended .. Jalan ceritanya SERU! .. Hoo…",positive,"['jarang', 'menonton', 'movie', 'indonesia', 'judulnya', 'syahadat', 'cinta', 'bagus', 'pemirsa', 'recommended', 'jalan', 'ceritanya', 'seru', 'hoo']"
ASTAGAH! FILM FAVORIT KELUAR LAGI LANJUTANNYA. ,positive,"['astagah', 'film', 'favorit', 'lanjutannya']"
"Masih belun moveon dari #CriticalEleven dan ini bikin saya belajar satu hal. Buku yg diadaptasi ke film, gak bisa kita samakan kualitasnya",positive,"['belun', 'moveon', 'belajar', 'buku', 'diadaptasi', 'film', 'enggak', 'samakan', 'kualitasnya']"
"Sudah nonton Critical Eleven. Menyenangkan kok, masuk kategori film Indonesia yang wajib tonton lah.",positive,"['menonton', 'critical', 'eleven', 'menyenangkan', 'masuk', 'kategori', 'film', 'indonesia', 'wajib', 'tonton']"
@unaazizah @yanskii Film keren,positive,"['film', 'keren-keren']"
Lebih suka film yang bentar tapi menarik #DhikeFact,positive,"['suka', 'film', 'bentar', 'menarik']"
ga sabar nunggu Bluray nya. pasti banyak special feature yang keren. lebih lucu kalo ada bloopernya,positive,"['enggak', 'sabar', 'menunggu', 'bluray', 'special', 'feature', 'keren-keren', 'lucu', 'bloopernya']"
"Film The Guys wajib ditonton bagi kamu yang sayang orang tua, sahabat yang baik, creatif dan cinta kebebasan. Kereen bgt kak @radityadika",positive,"['film', 'the', 'guys', 'wajib', 'ditonton', 'sayang', 'orang-orang', 'tua', 'sahabat', 'creatif', 'cinta', 'kebebasan', 'keren', 'banget', 'kak']"
"Film The guys nya keren abiss bang @radityadika . Lucu dapet, romance nya dapet, dan sedih nya juga dapet.",positive,"['film', 'the', 'guys', 'keren-keren', 'habis', 'bang', 'lucu', 'romance', 'sedih']"
"41 Vlog dan nunggu 22 hari setelah tanggal rilis baru nonton, kece banget, cerita yang tak tertebak sama sekali. Film THE GUYS @radityadika",positive,"['vlog', 'menunggu', 'tanggal', 'rilis', 'menonton', 'kece', 'banget', 'cerita', 'tertebak', 'film', 'the', 'guys']"
Kmrn nonton film THE GUYS di situ bener2 ngerasain bgt bahwa sahabat lebih dari segala2''y knapa bang kalau bkn film sllu keren @radityadika,positive,"['kemarin', 'menonton', 'film', 'the', 'guys', 'situ', 'merasai', 'banget', 'sahabat', 'segalay', 'knapa', 'bang', 'bukan', 'film', 'keren-keren']"
Kartini... pemamarannya sangat sederhana dan apa adanya yang justru membuat film ini sangat enak untuk dinikmati @Hanungbramantyo,positive,"['kartini', 'pemamarannya', 'sederhana', 'apa-apa', 'film', 'enak', 'dinikmati']"
Abis ntn film Kartini. Bnr2 menginspirasi dan makin membuka pikiran.,positive,"['habis', 'menonton', 'film', 'kartini', 'menginspirasi', 'membuka', 'pikiran']"
"baru nonton Kartini, salah satu film nasional yg sangat recommended untuk ditonton. saya nangis, campur aduk rasanya :'')",positive,"['menonton', 'kartini', 'salah', 'film', 'nasional', 'recommended', 'ditonton', 'menangis', 'campur', 'aduk']"
Film Kartini *sangat niat banget lihat film ini dan keren sekali dimana banyak scene2 yg sy harus menitikkan air mata #filmkartini #kartini ,positive,"['film', 'kartini', 'niat', 'banget', 'lihat', 'film', 'keren-keren', 'dimana-mana', 'scene', 'menitikkan', 'air', 'mata']"
KARTINI adalah salah satu film Indonesia bertema sejarah terbaik yg pernah dibuat. Digarap dgn serius dan tema msh relevan dgn kondisi skrg.,positive,"['kartini', 'salah', 'film', 'indonesia', 'bertema', 'sejarah', 'terbaik', 'digarap', 'serius', 'tema', 'relevan', 'kondisi']"
harusnya memang begini... Film kartini memang harus di tonton generasi muda http://fb.me/6tQqDGGLJ ,positive,"['film', 'kartini', 'tonton', 'generasi', 'muda']"
Menurutku danur bagus dan cukup bangga dengan film horor hasil karya bangsa ini,positive,"['menurutku', 'danur', 'bagus', 'bangga', 'film', 'horor', 'hasil', 'karya-karya', 'bangsa']"
Fargo juga adaptasi dari film yang cukup berhasil. Season 1-nya the best! https://t.co/tkEEK3Evs9,positive,"['fargo', 'adaptasi', 'film', 'berhasil', 'season', 'the', 'best']"
637.000 waw ini sangat keren flm horor dng jumlah penonton segini dlm waktu 4 hari @prillybie @danurmovie,positive,"['wow', 'keren-keren', 'film', 'horor', 'penonton', 'segini']"
@filmziarah film yang tenang dan menghanyutkan. Salut dengan Mbah Ponco yg bisa membawakan karakter Mbah Sri dengan sangat baik. #FilmZiarah,positive,"['film', 'tenang', 'menghanyutkan', 'salut', 'mbah', 'ponco', 'membawakan', 'karakter', 'mbah', 'sri']"
Film yg amat menarik. Kisah cinta & kesetiaan yg disajikan secara tidak biasa. Bikin kgn nenek. Recomended movie @filmziarah #meiberziarah,positive,"['film', 'menarik', 'kisah', 'cinta', 'kesetiaan', 'disajikan', 'tidak', 'kangen', 'nenek-nenek', 'recomended', 'movie']"
"Nntn @filmziarah , film bagus, ada kali 5 menit penonton gak beranjak tetep ngliatin layar pdhl film dah selesai, msh spicles sm endingnya",positive,"['menonton', 'film', 'bagus', 'kali', 'menit', 'penonton', 'enggak', 'beranjak', 'ngliatin', 'layar', 'film', 'deh', 'selesai', 'spicles', 'endingnya']"
