text,label,processed
<PROVIDER_NAME> PENUH DENGAN BONUS <PROVIDER_NAME> ,positive,"['providername', 'penuh', 'bonus', 'providername']"
"Sinyal <PROVIDER_NAME> hebat, sampai puncak Halimun masih tetap on, mantap ",positive,"['sinyal', 'providername', 'hebat', 'puncak', 'halimun', 'on', 'mantap']"
Nelpon 1.000 Dapat kouta 1gb,positive,"['nelpon', 'kouta', 'gb']"
Makin betah aja sama kamu..  :v   #operator  :v <PROVIDER_NAME> ,positive,"['betah', 'providername']"
lumayan ini murah meriah <PROVIDER_NAME> ,positive,"['lumayan', 'murah', 'meriah', 'providername']"
"WOW, Saya baru mendapatkan hadiah fantastis dari <PRODUCT_NAME>! <PRODUCT_NAME> membuat semuanya jadi simpel <URL>  <PROVIDER_NAME>",positive,"['wow', 'hadiah', 'fantastis', 'productname', 'productname', 'simpel', 'url', 'providername']"
"Cuma Modal Isi Pulsa 10ribu dapet 2GB Gratis dari <PROVIDER_NAME> :v Tumben Lagi baik, semoga Promonya makin murah murah <PROVIDER_NAME> :D . . <PROVIDER_NAME>",positive,"['modal', 'isi', 'pulsa', 'ribu', 'gb', 'gratis', 'providername', 'tumben', 'semoga', 'promonya', 'murah', 'murah', 'providername', 'providername']"
Ajaib min <PROVIDER_NAME> kartu saya bisa diisi pulsa & digunakan kembali.. terimakasih ya <PROVIDER_NAME>,positive,"['ajaib', 'min', 'providername', 'kartu', 'diisi', 'pulsa', 'terimakasih', 'providername']"
Mantap deh <PROVIDER_NAME>. Cuma isi pulsa 25ribu dapat bonus paket data 3GB. Terimakasih juga <PROVIDER_NAME> atas pelayanannya. <PROVIDER_NAME> #mantapjiwa,positive,"['mantap', 'deh', 'providername', 'isi', 'pulsa', 'ribu', 'bonus', 'paket', 'data', 'gb', 'terimakasih', 'providername', 'pelayanannya', 'providername']"
terimakasih paket data sudah aktif  dan normal. terimakasih <PROVIDER_NAME> cukup puas dengan pelayanannya. <PROVIDER_NAME> <PROVIDER_NAME>,positive,"['terimakasih', 'paket', 'data', 'aktif', 'normal', 'terimakasih', 'providername', 'puas', 'pelayanannya', 'providername', 'providername']"
banyak Perusahaan melupakan hal ini & banyak konsumen menghapus pesan tanpa membacanya menyalahkan padahal sudah diingatkan thanks <PROVIDER_NAME> ,positive,"['perusahaan', 'melupakan', 'konsumen', 'menghapus', 'pesan', 'membacanya', 'menyalahkan', 'thanks', 'providername']"
Terima kasih <PROVIDER_NAME> !! <PROVIDER_NAME>,positive,"['terima', 'kasih', 'providername', 'providername']"
Hore....<PROVIDER_NAME> Ada sinyal.....thanks <PROVIDER_NAME> .... <PROVIDER_NAME> ,positive,"['horeprovidername', 'sinyalthanks', 'providername', 'providername']"
Alhamdulillah sambil nunggu subuh bisa melihat lantunan Adhan Styles dari Mekah dan Madinah dengan jelas karena paket Internet <PROVIDER_NAME> saya bagus,positive,"['alhamdulillah', 'menunggu', 'subuh', 'lantunan', 'adhan', 'styles', 'mekah', 'madinah', 'jelas-jelas', 'paket', 'internet', 'providername', 'bagus']"
"Dengan <PROVIDER_NAME> juga bisa lihat youtube selama setahun tanpa kuota, makin keren aja. ",positive,"['providername', 'lihat', 'youtube', 'setahun', 'kuota', 'keren-keren']"
Dengan jaringan 4G super cepat dari <PROVIDER_NAME> smartphone kamu terus terkoneksi dan bisa pantau aktivitas di sosial media :,positive,"['jaringan', 'super', 'cepat', 'providername', 'smartphone', 'terkoneksi', 'pantau', 'aktivitas', 'sosial', 'media']"
Menggunakan medsos harus sebijak mungkin. Apalagi ada fasilitas makin oke kayak FB gratis 30MB & free YouTube/Yonder/Genflix dari <PROVIDER_NAME>,positive,"['medsos', 'sebijak', 'fasilitas', 'oke', 'kayak', 'fb', 'gratis', 'mbak', 'free', 'youtubeyondergenflix', 'providername']"
"pagi itu, menyegarkan mata selain lari2 kecil, bisa juga dengan nikmatin internet, atau nelpon yang super murah, suara jernih pake <PROVIDER_NAME>. gitu!",positive,"['pagi', 'menyegarkan', 'mata', 'lari', 'kecil-kecil', 'menikmati', 'internet', 'nelpon', 'super', 'murah', 'suara', 'jernih', 'pakai', 'providername']"
"Buka puasa sambil streaming di YouTube lancar banget pake <PROVIDER_NAME>, jadi makin setia sama <PROVIDER_NAME>.",positive,"['buka', 'puasa', 'streaming', 'youtube', 'lancar', 'banget', 'pakai', 'providername', 'setia', 'providername']"
Selain jaringan 4G <PROVIDER_NAME> yang sangat luas temanku juga bisa nelpon ke operator lain secara gratis & suaranya juga jernih banget,positive,"['jaringan', 'providername', 'luas', 'temanku', 'nelpon', 'operator', 'gratis', 'suaranya', 'jernih', 'banget']"
Koneksi internet <PROVIDER_NAME> yg lancar sangat  membantu saya dalam menyelesaikan pekerjaaan di hari Jumat sebelum weekend.,positive,"['koneksi', 'internet', 'providername', 'lancar', 'membantu', 'menyelesaikan', 'pekerjaaan', 'jumat', 'weekend']"
ayo penuhi viralkan keras #Boikot<PROVIDER_NAME>! Nomor sy nomer <PROVIDER_NAME> cantik dr th2007 lgsg sy buang!Jgn main2 dg umat Islam yg brsatu,negative,"['ayo', 'penuhi', 'viralkan', 'keras', 'providername', 'nomor', 'nomer', 'providername', 'cantik', 'langsung', 'buangjgn', 'main', 'umat', 'islam', 'brsatu']"
AYO BUANG KARTU <PROVIDER_NAME> ! #Ruh212 <URL>,negative,"['ayo', 'buang', 'kartu', 'providername', 'url']"
"Selama ini saya pake <PROVIDER_NAME>, Insya Allah setelah paket yang sekarang kuotanya habis saya akan ganti operator lain #Boikot<PROVIDER_NAME>",negative,"['pakai', 'providername', 'insya', 'allah', 'paket', 'kuotanya', 'habis', 'ganti', 'operator', 'providername']"
CEO <PROVIDER_NAME> harus bertanggung jawab. Sudah ada counter perdana HP berhenti jual perdana <PROVIDER_NAME> #Boikot<PROVIDER_NAME>,negative,"['ceo', 'providername', 'bertanggung', 'counter', 'perdana', 'hp', 'berhenti', 'jual', 'perdana', 'providername', 'providername']"
Biar jadi pelajaran buat yang lain... Saya tidak akan pernah pakai produk <PROVIDER_NAME>!!! #Boikot<PROVIDER_NAME>,negative,"['pelajaran', 'tidak', 'pakai', 'produk', 'providername', 'providername']"
"kenapa pada boikot <PROVIDER_NAME> ya #Boikot<PROVIDER_NAME> mungkin karena sering nyedot pulsa ga tau dipake apa, sms 1 bayar 1000 cuma buat bonus maksa",negative,"['boikot', 'providername', 'providername', 'nyedot', 'pulsa', 'enggak', 'dipakai', 'apa-apa', 'sms', 'bayar', 'bonus', 'maksa']"
Lumayan #Speedtest Jaringan 4G/LTE <PROVIDER_NAME> Area Tarogong #Garut cukup memuaskan <PROVIDER_NAME> <URL>,positive,"['lumayan', 'jaringan', 'glte', 'providername', 'area', 'tarogong', 'memuaskan', 'providername', 'url']"
Uji kecepatan <PRODUCT_NAME> #opensignal-ku di <PROVIDER_NAME> 3G <PROVIDER_NAME> disini jelek,negative,"['uji', 'kecepatan', 'productname', 'ku', 'providername', 'providername', 'jelek']"
Tolong di urus segera saya ga mau bayar data yang saya ga dapet datanya <PROVIDER_NAME> <PROVIDER_NAME>,negative,"['tolong', 'urus', 'enggak', 'bayar', 'data', 'enggak', 'datanya', 'providername', 'providername']"
Nonton gratis dibayarin <PROVIDER_NAME> poin  <PROVIDER_NAME> <PROVIDER_NAME>poin #passengers…,positive,"['menonton', 'gratis', 'dibayarin', 'providername', 'poin', 'providername', 'providernamepoin']"
Makasih ya <PROVIDER_NAME> gratis 4Gnya ayo buruan upgrade <PRODUCT_NAME> mu,positive,"['terima kasih', 'providername', 'gratis', 'gnya', 'ayo', 'buruan', 'upgrade', 'productname', 'mu']"
Makan malam gratis hari ini hasil tuker <PROVIDER_NAME> Poin  #7eleven #sevel <PROVIDER_NAME>… <URL>,positive,"['makan', 'malam', 'gratis', 'hasil', 'tuker', 'providername', 'poin', 'providername', 'url']"
"Mohon di up jaringan 4G di wilayah Morowali, sangat buruk..  <PROVIDER_NAME> <PROVIDER_NAME>",negative,"['mohon', 'up', 'jaringan', 'wilayah', 'morowali', 'buruk', 'providername', 'providername']"
Jaringan <PROVIDER_NAME> di Waru Atas arae Site WKP tidak dapat digunakan untuk telpon mohon cek Team <PROVIDER_NAME> ,negative,"['jaringan', 'providername', 'waru', 'arae', 'site', 'wkp', 'tidak', 'telpon', 'mohon', 'cek', 'team', 'providername']"
Semakin hari kualitas dan pelayanannya semakin buruk. Selama 5 bulan melakukan pelaporan namun tidak ada tindakan perbaikan. <PROVIDER_NAME>,negative,"['kualitas', 'pelayanannya', 'buruk', 'pelaporan', 'tidak', 'tindakan', 'perbaikan', 'providername']"
<PROVIDER_NAME> tolong jaringan di MUARA KAMAN diperbaiki... BBM aja ga bisa ngakses...menyambungkan melulu... sudah 3 minggu lebih,negative,"['providername', 'tolong', 'jaringan', 'muara', 'kaman', 'diperbaiki', 'bbm', 'enggak', 'ngaksesmenyambungkan', 'melulu', 'minggu']"
Uji kecepatan NYATA  di <PROVIDER_NAME> 3G <PROVIDER_NAME> disini jelek,negative,"['uji', 'kecepatan', 'nyata', 'providername', 'providername', 'jelek']"
Tolong diurus segera saya ga mau bayar data yang saya ga dapat datanya <PROVIDER_NAME> <PROVIDER_NAME>,negative,"['tolong', 'diurus', 'enggak', 'bayar', 'data', 'enggak', 'datanya', 'providername', 'providername']"
Lumayan #Speedtest Jaringan 4G/LTE <PROVIDER_NAME> Area Tarogong #Garut cukup memuaskan <PROVIDER_NAME> <URL> ,positive,"['lumayan', 'jaringan', 'glte', 'providername', 'area', 'tarogong', 'memuaskan', 'providername', 'url']"
Makan malam gratis hari ini hasil tukar <PROVIDER_NAME> Poin   <PROVIDER_NAME>… <URL>,positive,"['makan', 'malam', 'gratis', 'hasil', 'tukar', 'providername', 'poin', 'providername', 'url']"
ayo viralkan keras #Boikot<PROVIDER_NAME>! Nomor saya nomer <PROVIDER_NAME> cantik dari tahun 2007 saya buang! Jangan main2 dengan umat Islam yang brsatu,negative,"['ayo', 'viralkan', 'keras', 'providername', 'nomor', 'nomer', 'providername', 'cantik', 'tahun-tahun', 'buang', 'jangan-jangan', 'main', 'umat', 'islam', 'brsatu']"
AYO BUANG KARTU <PROVIDER_NAME> ! #Ruh212 ,negative,"['ayo', 'buang', 'kartu', 'providername']"
"Selama ini saya pakai <PROVIDER_NAME>, Insya Allah setelah paket yang sekarang kuotanya habis saya akan ganti operator lain #Boikot<PROVIDER_NAME> ",negative,"['pakai', 'providername', 'insya', 'allah', 'paket', 'kuotanya', 'habis', 'ganti', 'operator', 'providername']"
"kenapa pada boikot <PROVIDER_NAME> ya #Boikot<PROVIDER_NAME> mungkin karena sering menyedot pulsa ga tau dipake apa, sms 1 bayar 1000 cuma buat bonus maksa",negative,"['boikot', 'providername', 'providername', 'menyedot', 'pulsa', 'enggak', 'dipakai', 'apa-apa', 'sms', 'bayar', 'bonus', 'maksa']"
"Buka puasa sambil streaming di YouTube lancar banget pakai <PROVIDER_NAME>, jadi makin setia sama <PROVIDER_NAME>.",positive,"['buka', 'puasa', 'streaming', 'youtube', 'lancar', 'banget', 'pakai', 'providername', 'setia', 'providername']"
Koneksi internet <PROVIDER_NAME> yang lancar sangat  membantu saya dalam menyelesaikan pekerjaaan di hari Jumat sebelum weekend.,positive,"['koneksi', 'internet', 'providername', 'lancar', 'membantu', 'menyelesaikan', 'pekerjaaan', 'jumat', 'weekend']"
<PROVIDER_NAME> kamu kenapa sinyalnya php <PROVIDER_NAME>,negative,"['providername', 'sinyalnya', 'php', 'providername']"
Koneksi internet yang sangat menjengkelkan. <PROVIDER_NAME>  #lemot ,negative,"['koneksi', 'internet', 'menjengkelkan', 'providername']"
"<PROVIDER_NAME> Nelpon lebih murah pake JS, kurang dari Rp1/detik. <PROVIDER_NAME> <PRODUCT_NAME> <PRODUCT_NAME>",positive,"['providername', 'nelpon', 'murah', 'pakai', 'js', 'rpdetik', 'providername', 'productname', 'productname']"
"Terima kasih PT <PROVIDER_NAME> , kiriman GRATIS <PROVIDER_NAME> Home-nya sudah tiba.",positive,"['terima', 'kasih', 'pt', 'providername', 'kiriman', 'gratis', 'providername', 'homenya']"
Kualitas sinyal 4G <PROVIDER_NAME> ikut melengkapi meriahnya festival tersebut. ,positive,"['kualitas', 'sinyal', 'providername', 'melengkapi', 'meriahnya', 'festival']"
saya pindah ke <PROVIDER_NAME> yang memang sudah terbukti,positive,"['pindah', 'providername', 'terbukti']"
Ini sinyal H+ palsu. Seperti H+ rasa edge. <PROVIDER_NAME> <PROVIDER_NAME> ,negative,"['sinyal', 'palsu', 'edge', 'providername', 'providername']"
Pelanggan <PROVIDER_NAME> <PROVIDER_NAME> yg ada di area #Pandeglangkota dirugikan krn jaringan telponnya rusak dan tidak diperbaiki,negative,"['pelanggan', 'providername', 'providername', 'area', 'dirugikan', 'jaringan', 'telponnya', 'rusak', 'tidak', 'diperbaiki']"
 Hati-hati Tukang Tipu!! <PROVIDER_NAME>,negative,"['hatihati', 'tukang', 'tipu', 'providername']"
Sedih. Pakai <PROVIDER_NAME> 4G gak stabil.,negative,"['sedih', 'pakai', 'providername', 'enggak', 'stabil']"
Jarigan <PROVIDER_NAME> lelet. Karena gangguan atau rusak ya,negative,"['jarigan', 'providername', 'lelet', 'gangguan', 'rusak']"
"Daerah Jagakarsa, pakai <PROVIDER_NAME> sinyalnya jelek, yang satu H+ gak dapat 4G, yang satu dapat 4G tapi gak ada sinyal?",negative,"['daerah', 'jagakarsa', 'pakai', 'providername', 'sinyalnya', 'jelek', 'enggak', 'enggak', 'sinyal']"
<PROVIDER_NAME> cacat,negative,"['providername', 'cacat']"
Ini baru #koneksi #internet #4g <PROVIDER_NAME> <URL> ,positive,"['providername', 'url']"
<PROVIDER_NAME> BagiBerkah ...gak ada kata susah ..cukup sekali sentuh jadi mudah dan berfaedah,positive,"['providername', 'bagiberkah', 'enggak', 'kata-kata', 'susah', 'sentuh', 'mudah', 'berfaedah']"
<PROVIDER_NAME> tumbang di kota Semarang,negative,"['providername', 'tumbang', 'kota', 'semarang']"
Kuotaku masih banyak internetan aja gak bisa <PROVIDER_NAME> <PROVIDER_NAME>Care <PROVIDER_NAME> ,negative,"['kuotaku', 'internetan', 'enggak', 'providername', 'providernamecare', 'providername']"
Selalu Lemot <PROVIDER_NAME>,negative,"['lemot', 'providername']"
<PROVIDER_NAME> BerbagiBerkah karena berbagi itu menyenangkan apalagi sama orang yang kita sayangi.,positive,"['providername', 'berbagiberkah', 'berbagi', 'menyenangkan', 'orang-orang', 'sayangi']"
Santai pakai <PROVIDER_NAME> <PROVIDER_NAME>4G <PROVIDER_NAME>BagiBerkah bisa diandalkan,positive,"['santai', 'pakai', 'providername', 'providernameg', 'providernamebagiberkah', 'diandalkan']"
banyak yang masih setia memggunakan <PROVIDER_NAME>,positive,"['setia', 'memggunakan', 'providername']"
"Yang saya pengen <PROVIDER_NAME> selangkah lebih maju dari yang lain baik layanan ataupun jaringan 3G atau 4G,",positive,"['pengin', 'providername', 'selangkah', 'maju', 'layanan', 'jaringan']"
Yuk pakai <PROVIDER_NAME> Rp1 gratis 1GB,positive,"['yuk', 'pakai', 'providername', 'rp', 'gratis', 'gb']"
Lebaran tetap pakai <PROVIDER_NAME> yaa #Rp1 gratis 1GB,positive,"['lebaran', 'pakai', 'providername', 'gratis', 'gb']"
sinyal 4G <PROVIDER_NAME> dipalembang lancar,positive,"['sinyal', 'providername', 'dipalembang', 'lancar']"
Keren di rembang ada sinyal 4G <PROVIDER_NAME>,positive,"['keren-keren', 'rembang', 'sinyal', 'providername']"
sinyal <PROVIDER_NAME> kuat banget,positive,"['sinyal', 'providername', 'kuat', 'banget']"
4G <PROVIDER_NAME> dapat banget disini,positive,"['providername', 'banget']"
"Berkat <PROVIDER_NAME> mudiknya jd nyaman,mampir ke posko pun senang..",positive,"['berkat', 'providername', 'mudiknya', 'nyamanmampir', 'posko', 'senang']"
Terimakasih <PROVIDER_NAME>,positive,"['terimakasih', 'providername']"
untungnya sudah pakai <PROVIDER_NAME>,positive,"['untungnya', 'pakai', 'providername']"
Alhamdulillah masih #setia dengan <PROVIDER_NAME>.. terbaik,positive,"['alhamdulillah', 'providername', 'terbaik']"
"<PROVIDER_NAME> memang jauh lebih murah dari <PROVIDER_NAME>, banyak bonusnya lagi",positive,"['providername', 'murah', 'providername', 'bonusnya']"
RT <USER_MENTION>: Buat <PROVIDER_NAME> setelah kuota habis saya mau ganti provider  ,negative,"['usermention', 'providername', 'kuota', 'habis', 'ganti', 'provider']"
<PROVIDER_NAME> memang jancok! sinyal payah,negative,"['providername', 'jancok', 'sinyal', 'payah']"
saya paling tidak pernah pakai  <PROVIDER_NAME>,negative,"['tidak', 'pakai', 'providername']"
RT <USER_MENTION>: Belum ada permintaan maaf dan pernyataan apapun?  Lanjut boikot <PROVIDER_NAME> #Boikot<PROVIDER_NAME> <URL>,negative,"['usermention', 'belum', 'permintaan', 'maaf', 'pernyataan', 'apapun', 'boikot', 'providername', 'providername', 'url']"
<PROVIDER_NAME> masa kuota malam saya sudah habis duluan? Logikanya dimana? <URL>,negative,"['providername', 'kuota', 'malam', 'habis', 'duluan', 'logikanya', 'dimana-mana', 'url']"
"RT <USER_MENTION>: <PROVIDER_NAME> ini <PROVIDER_NAME> di sini jaringan 4G nya penuh, cuma ga mau konek ke internet...",negative,"['usermention', 'providername', 'providername', 'jaringan', 'penuh', 'enggak', 'konek', 'internet']"
Sinyal 4g nya stabil nih. mantap <PROVIDER_NAME> <URL>,positive,"['sinyal', 'stabil', 'mantap', 'providername', 'url']"
"Fungsinya data lokal, 4G sama Flash apa? Toh mau 4G atau 3G yang terpakai duluan data lokalnya. mahal lagi. <PROVIDER_NAME>",negative,"['fungsinya', 'data', 'lokal', 'flash', 'apa-apa', 'terpakai', 'duluan', 'data', 'lokalnya', 'mahal', 'providername']"
"Hore, dapat makan malam gratis hari ini karena <PROVIDER_NAME> Poin  #7eleven #sevel <PROVIDER_NAME>… <URL>",positive,"['hore', 'makan', 'malam', 'gratis', 'providername', 'poin', 'providername', 'url']"
"Wajar saja <PROVIDER_NAME> dihack, harga mahal banget dan koneksi lambat lagi <PROVIDER_NAME>mahal <PROVIDER_NAME> ",negative,"['wajar', 'providername', 'dihack', 'harga', 'mahal', 'banget', 'koneksi', 'lambat', 'providernamemahal', 'providername']"
*ganti* paket <PROVIDER_NAME>  5Gb langsung lancar dan #TransaksiNormal,positive,"['ganti', 'paket', 'providername', 'gb', 'langsung', 'lancar']"
Selalu saja ada masalah #Indonesia <PROVIDER_NAME> #konsumen <USER_MENTION>,negative,"['providername', 'usermention']"
Alhamdulillah gratisan youtube dari <PROVIDER_NAME> pada bulan Ramadhan ini berfaedah sekali.,positive,"['alhamdulillah', 'gratisan', 'youtube', 'providername', 'ramadhan', 'berfaedah']"
<PROVIDER_NAME> KENAPA. sinyal hilang mulu,negative,"['providername', 'sinyal', 'hilang', 'mulu']"
Data yang sama sekali tidak ada manfaatnya.  <PROVIDER_NAME> <URL> …,negative,"['data', 'tidak', 'manfaatnya', 'providername', 'url']"
<PROVIDER_NAME> goblok banget sih sekarang <PROVIDER_NAME> #jadimurahan ,negative,"['providername', 'goblok', 'banget', 'providername']"
Padahal udah settingan 3G tapi kenapa kuota 3G tidak bisa dipakai malah menguras pulsa yaa? #Tanya <PROVIDER_NAME>,negative,"['settingan', 'kuota', 'tidak', 'dipakai', 'menguras', 'pulsa', 'providername']"
Sudah mahal sinyalnya jelek lagi... <PROVIDER_NAME> bangsat anjing...,negative,"['mahal', 'sinyalnya', 'jelek', 'providername', 'bangsat', 'anjing']"
Jeleknya jaringan internet. <PROVIDER_NAME>,negative,"['jeleknya', 'jaringan', 'internetprovidername']"
Cuma di area Pandeglang kota.. jaringan <PROVIDER_NAME> buruk jelek. Kejadian ini sudah berlangsung sebulan lamanya. <PROVIDER_NAME>Care <PROVIDER_NAME>payah <PROVIDER_NAME> harus dihack,negative,"['area', 'pandeglang', 'kota', 'jaringan', 'providername', 'buruk', 'jelek', 'kejadian', 'sebulan', 'providernamecare', 'providernamepayah', 'providername', 'dihack']"
"benar2 kacau. Baru isi kuota, datanya langsung habis. <PROVIDER_NAME> ",negative,"['benar-benar', 'kacau', 'isi', 'kuota', 'datanya', 'langsung', 'habis', 'providername']"
<PROVIDER_NAME> ayo kamu bisa,positive,"['providername', 'ayo']"
Mending ngopi nyantai sambil dengar musik klasik di youtube gratis dari jaringan <PROVIDER_NAME> yang keren,positive,"['mending', 'ngopi', 'nyantai', 'dengar', 'musik', 'klasik', 'youtube', 'gratis', 'jaringan', 'providername', 'keren-keren']"
ada banyak fitur  dari Kartu Perdana <PROVIDER_NAME> yg udah 4.5G <PROVIDER_NAME>Youtube1tahun <PROVIDER_NAME>_Jabo <USER_MENTION>,positive,"['fitur', 'kartu', 'perdana', 'providername', 'providernameyoutubetahun', 'providernamejabo', 'usermention']"
"Hari minggu masuk kerja tapi gak ada yang dikerjain, ujung2nya mencari lapak terus rebahan sambil denger musik di youtube. <PROVIDER_NAME> top deh",positive,"['minggu', 'masuk', 'kerja', 'enggak', 'dikerjain', 'ujungnya', 'mencari', 'lapak', 'rebahan', 'dengar', 'musik', 'youtube', 'providername', 'top', 'deh']"
Sekarang enak belanja online. Sinyal kuat dan kencang pakai <PROVIDER_NAME>. ,positive,"['enak', 'belanja', 'online', 'sinyal', 'kuat', 'kencang', 'pakai', 'providername']"
Mantap! Paket <PRODUCT_NAME> dari <PROVIDER_NAME> bikin mupeng. Banyak <PRODUCT_NAME>nya! ,positive,"['mantap', 'paket', 'productname', 'providername', 'muka pengin', 'productnamenya']"
Selain bonus THR dapat bonus dari <PROVIDER_NAME> yang begini nih yang bikin hati senang juga.. ,positive,"['bonus', 'thr', 'bonus', 'providername', 'hati-hati', 'senang']"
"Pagi ini saya sahur di Purwakarta, dan disini sinyal <PROVIDER_NAME> nya bagus banget",positive,"['pagi', 'sahur', 'purwakarta', 'sinyal', 'providername', 'bagus', 'banget']"
"Astaga udah sore aja. Keasyikan main hape. Sinyal lancar, hebat emang <PROVIDER_NAME>",positive,"['astaga', 'sore', 'keasyikan', 'main', 'hape', 'sinyal', 'lancar', 'hebat', 'providername']"
"Kadang, saya juga cari referensi di youtube yang merupakan gudang informasi keren. <PROVIDER_NAME> youtube an tanpa kuota bisa streaming lancar",positive,"['kadang', 'cari', 'referensi', 'youtube', 'gudang', 'informasi', 'keren-keren', 'providername', 'youtube', 'an', 'kuota', 'streaming', 'lancar']"
belajar mengedit video di youtube jadi enak dan cepat paham kalo jaringan <PROVIDER_NAME> lancar dan kencang begini.,positive,"['belajar', 'mengedit', 'video', 'youtube', 'enak', 'cepat', 'paham', 'jaringan', 'providername', 'lancar', 'kencang']"
"Tethering pakai kartu <PROVIDER_NAME> sinyalnya kencang badai, apalagi kalau lagi browsing"" mencari bahan artikel. Dijamin lancar.",positive,"['tethering', 'pakai', 'kartu', 'providername', 'sinyalnya', 'kencang', 'badai', 'browsing', 'mencari', 'bahan', 'artikel', 'dijamin', 'lancar']"
Saya tidak akan pernah pakai produk <PROVIDER_NAME>!!! boikot <PROVIDER_NAME> #Boikot<PROVIDER_NAME>,negative,"['tidak', 'pakai', 'produk', 'providername', 'boikot', 'providername', 'providername']"
Ayo yang masih pakai kartu <PROVIDER_NAME> Segera buang ke Got ya,negative,"['ayo', 'pakai', 'kartu', 'providername', 'buang', 'got']"
#Boikot<PROVIDER_NAME>..saatnya hijrah ke ..selamat tinggal <PROVIDER_NAME>..,negative,"['providernamesaatnya', 'hijrah', 'selamat', 'tinggal', 'providername']"
Alhamdulillah Kuota <PROVIDER_NAME> banyak yang murah,positive,"['alhamdulillah', 'kuota', 'providername', 'murah']"
"Sudah tarifnya paling mahal, ditambah jaringan yang semakin hari semakin susah! <PROVIDER_NAME> mengesalkan banget ",negative,"['tarifnya', 'mahal', 'ditambah', 'jaringan', 'susah', 'providername', 'mengesalkan', 'banget']"
"<PROVIDER_NAME> Pulsanya masih ada, TM masih banyak, mau nelpon ke sesama simpati katanya pulsa gak cukup, kampret ini <PROVIDER_NAME> ",negative,"['providername', 'pulsanya', 'tm', 'nelpon', 'simpati', 'pulsa', 'enggak', 'kampret', 'providername']"
Tiba-tiba ada sinyal 4g di rumahku.  Biasanya gak ada.. lancar juga. <PROVIDER_NAME>,positive,"['tibatiba', 'sinyal', 'rumahku', 'enggak', 'lancar', 'providername']"
"Tadinya berharap paling bagus untuk kerja online,Ternyata internetnya tidak seSimpati namanya <PROVIDER_NAME> <URL>",negative,"['berharap', 'bagus', 'kerja', 'onlineternyata', 'internetnya', 'tidak', 'sesimpati', 'namanya', 'providername', 'url']"
Kualitas jaringan <PROVIDER_NAME> sangat menurun di wilayah Sukabumi.,negative,"['kualitas', 'jaringan', 'providername', 'menurun', 'wilayah', 'sukabumi']"
Ternyata tidak cuma saya yang mengeluh karena sinyal atau pelayanan <PROVIDER_NAME> dalam jaringan internet masih kurang,negative,"['tidak', 'mengeluh', 'sinyal', 'pelayanan', 'providername', 'jaringan', 'internet']"
"Sudah tengah malam, jaringan kok masih super lelet <PROVIDER_NAME> gak berkualitas",negative,"['malam', 'jaringan', 'super', 'lelet', 'providername', 'enggak', 'berkualitas']"
Sinyal <PROVIDER_NAME> yang sangat menyedihkan,negative,"['sinyal', 'providername', 'menyedihkan']"
<PROVIDER_NAME> makin bangsat kalau dibiarin,negative,"['providername', 'bangsat', 'dibiarkan']"
<PROVIDER_NAME> memang bangsat gemas duh,negative,"['providername', 'bangsat', 'gemas', 'duh']"
Signal <PROVIDER_NAME> Mentari makin lama makin memprihatinkan. Saatnya memikirkan untuk ganti kartu. Kecewa <PROVIDER_NAME>,negative,"['signal', 'providername', 'mentari', 'memprihatinkan', 'memikirkan', 'ganti', 'kartu', 'kecewa', 'providername']"
<PROVIDER_NAME> apakah <PROVIDER_NAME> lagi gangguan di daerah kramat jati? Sumpah sudah lelet banget padahal sudah 4g ,negative,"['providername', 'providername', 'gangguan', 'daerah', 'kramat', 'jati', 'sumpah', 'lelet', 'banget']"
"<PROVIDER_NAME> kenapa <PROVIDER_NAME> super lelet? 4g tp kecepatan 0,1 1 kb/s. gangguan atau gimana sih? ",negative,"['providername', 'providername', 'super', 'lelet', 'kecepatan', 'kbs', 'gangguan']"
tai <PROVIDER_NAME>,negative,"['tahi', 'providername']"
"Ya allah. Kalau hujan sinyal <PROVIDER_NAME> kaya lagunya Kotak ""Pelan Pelan Saja""",negative,"['allah', 'hujan', 'sinyal', 'providername', 'kayak', 'lagunya', 'kotak', 'pelan', 'pelan']"
bikin kelar <PROVIDER_NAME> ,negative,"['kelar', 'providername']"
<PROVIDER_NAME> Hooq sangat tidak bermanfaat. Beli kuota bisa menonton di youtube gak perlu Hooq #rugi <PRODUCT_NAME> #kuota <PROVIDER_NAME> ,negative,"['providername', 'hooq', 'tidak', 'bermanfaat', 'beli', 'kuota', 'menonton', 'youtube', 'enggak', 'hooq', 'productname', 'providername']"
<PROVIDER_NAME>  Di daerahku udah 3 hari  trouble mulu,negative,"['providername', 'daerahku', 'trouble', 'mulu']"
"sisa 2 hari kuota <PROVIDER_NAME> <PROVIDER_NAME> tapi sudah dibilang habis, gimana ini!",negative,"['sisa', 'kuota', 'providername', 'providername', 'dibilang', 'habis']"
Jaringan simpati anjir banget akhir2 ini. <PROVIDER_NAME>,negative,"['jaringan', 'simpati', 'anjir', 'banget', 'providername']"
Dan terjadi lagi <PROVIDER_NAME> tai,negative,"['providername', 'tahi']"
Untung pakai <PROVIDER_NAME> walaupun jauh dari rumah tapi Alhamdulillah semua urusan beres.,positive,"['untung', 'pakai', 'providername', 'rumah', 'alhamdulillah', 'urusan', 'beres']"
